ger_h39info_desc;H 39-Class, Battleship X\n\nThe H-class was a series of designs intended to fullfill first Build Plan III and later Plan Z.  Both plans called for 6 H-class battleships to be built after the Bismarck, and construction of two H 39's began on July 15 and September 1 1939.  Both ships were scrapped and further battleship construction halted.\n\nTechs needed:\nConstruction material: 6\nEngine: 9\nCapital Armor: 2\nDestroyer MP Gun: 7\nMain Guns: 6\nFast Battleship: Yes;;;;;;;;;;;;x
ger_h41info_desc;H 41-Class, Battleship XI\n\nThe H-class was a series of designs intended to fullfill first Build Plan III and later Plan Z.  The H 41 is the term for the 1941 design for the H-class battleship.  Construction never started.\n\nTechs needed:\nConstruction material: 9\nEngine: 5\nCapital Armor: 2\nDestroyer MP Gun: 7\nMain Guns: 7\nFast Battleship: Yes;;;;;;;;;;;;x
ger_h43info_desc;H 43-Class, Battleship XII\n\nThe H-class was a series of designs intended to fullfill first Build Plan III and later Plan Z.  The H 41 is the term for the 1943 design for the H-class battleship.  Construction never started.\n\nTechs needed:\nConstruction material: 11\nEngine: 11\nCapital Armor: 5\nDestroyer MP Gun: 7\nMain Guns: 8\nFast Battleship: Yes;;;;;;;;;;;;x
############################ Battlecruisers ############################;;;;;;;;;;;;;;x
ger_derfflingerinfo_desc;Derfflinger-Class, Battlecruiser I\n\nThe three Derfflinger-class battlecruisers were the the last of Germany's first-generation battlecruisers.  Ordered in response to the UK's Lion-class, two of the three ships were commissioned in time for the Battle of Jutland, where the Lützow was sunk.  The remaining two ships were scuttled at Scapa Flow.\n\nTechs needed:\nConstruction material: 0\nEngine: 2\nCapital Armor: 2\nDestroyer MP Gun: 1\nMain Guns: 1;;;;;;;;;;;;x
ger_mackenseninfo_desc;Mackensen-Class, Battlecruiser II\n\nOrdered before WW1, the four planned ships of this class were never finished, as resources were diverted to submarines.  These ships were a marked improvement over the earlier Derfflinger and formed the basis for the later Ersatz Yorck.\n\nTechs needed:\nConstruction material: 1\nEngine: 4\nCapital Armor: 3\nDestroyer MP Gun: 1\nMain Guns: 3;;;;;;;;;;;;x
ger_ersatzyorckinfo_desc;Ersatz Yorck-Class, Battlecruiser III\n\nThis class was to consist of 3 ships and were ordered in 1915 after the loss of the Armored Cruiser Yorck.  This class was the last battlecruiser design created by Imperial Germany, and was essentially a larger version of the Mackensen.\n\nTechs needed:\nConstruction material: 2\nEngine: 3\nCapital Armor: 1\nDestroyer MP Gun: 1\nMain Guns: 4;;;;;;;;;;;;x
ger_scharnhorstinfo_desc;Scharnhorst-Class, Battlecruiser IX\n\nThe two ships of this class were ordered as replacements for the Deutschland-class Battleships Elsass and Hessen.  Both ships were originally slated to be Panzerschiff of the D-class, but were upgraded to capital ships after France announced the consctruction of the Dunkerque.  The Scharnhorst was launched on June 30. 1936 and commissioned on January 7, 1939 while the Gneisenau was launched on December 8, 1936 and commissioned on May 21, 1938.  Both ships were originally to have 11" main guns, but Hitler later ordered them to have 15" guns.  Since 15" main guns were not readily available, the 11" guns were used.  This model uses the 11" guns.\n\nTechs needed:\nConstruction material: 6\nEngine: 9\nCapital Armor: 4\nDestroyer MP Gun: 7\nMain Guns: 2;;;;;;;;;;;;x
ger_scharnhorstUinfo_desc;Scharnhorst-Class (Upgunned), Battlecruiser X\n\nThe two ships of this class were ordered as replacements for the Deutschland-class Battleships Elsass and Hessen.  Both ships were originally slated to be Panzerschiffe of the D-class, but were upgraded to capital ships after France announced the consctruction of the Dunkerque.  The Scharnhorst was launched on June 30. 1936 and commissioned on January 7, 1939 while the Gneisenau was launched on December 8, 1936 and commissioned on May 21, 1938.  Both ships were originally to have 11" main guns, but Hitler later ordered them to have 15" guns.  Since 15" main guns were not readily available, the 11" guns were used historically.  This model uses the 15" guns.\n\nTechs needed:\nConstruction material: 6\nEngine: 9\nCapital Armor: 4\nDestroyer MP Gun: 7\nMain Guns: 5;;;;;;;;;;;;x
ger_kw50info_desc;KW 50-Class, Battlecruiser XI\n\nThe KW 50 was a private shipyard design from Kriegsmarinewerft Wilhelmshaven, created in the hope of securing a contract with the Kriegsmarine and to create an alternative to the O-class.  The design was incredibly fast, carried large main guns, but were poorly armored.\n\nTechs needed:\nConstruction material: 7\nEngine: 11\nCapital Armor: 2\nDestroyer MP Gun: 7\nMain Guns: 5;;;;;;;;;;;;x
ger_Oinfo_desc;O-Class, Battlecruiser XII\n\nThe O-class battlecruiser was designed to meet Build Plan III's and Plan Z's requirements for 3 battlecruisers to be used for convoy raiding.  The O-class is a larger, better armed version of the P-class Panzerschiff.  The design made use of low-power longe-range diesel engines to extend the ships' operating range, large main guns, and weak armor barely able to withstand fire from heavy cruisers.  No ships of this class were built.\n\nTechs needed:\nConstruction material: 8\nEngine: 7\nCapital Armor: 0\nDestroyer MP Gun: 7\nMain Guns: 5;;;;;;;;;;;;x
############################ Heavy Cruisers ############################;;;;;;;;;;;;;;x
ger_blucherinfo_desc;Blücher-Class, Heavy Cruiser I\n\nThe SMS Blücher was Germany's last armored cruiser, intended to compete with the Royal Navy's new (at the time) battlecruisers.  The cruiser's role was to perform scouting duties for the main battle line, engage opposing reconnaissance ships, and participate in the main battle line once the major fighting began.  The Blücher was sunk during the Battle of Dogger Bank on January 24, 1915.\n\nTechs needed:\nConstruction material: 0\nEngine: 1\nCruiser Armor: 0\nDestroyer MP Gun: 0\nMain Guns: 6\nCoastal Battleship: Yes;;;;;;;;;;;;x
ger_deutschlandcruiserinfo_desc;Deutschland-Class, Heavy Cruiser VII\n\nThe KMS Deutschland and its two sister ships were designed and funded by the Weimar Republic as replacements for the pre-dreadnought battleships Germany was allowed keep as per the terms of the Treaty of Versailles.  The three ships were classed as Panzerschiffe, or Armored Ships, meaning they were not legally heavy cruisers, which Germany was forbidden to build.  They were reclassed to be heavy cruisers by the Kriegsmarine in 1940.  By normal heavy cruiser standards the ships were heavily armored and armed, but slow.  Despite their heavy armor, in order to save weight the torpedo bulkheads and deck armor was thin or missing.\n\nTechs needed:\nConstruction material: 5\nEngine: 6\nCruiser Armor: 2\nDestroyer MP Gun: 7\nMain Guns: 4\nCoastal Battleship: No;;;;;;;;;;;;x
ger_dinfo_desc;D-Class, Heavy Cruiser VIII\n\nImproved version of the Deutschland and authorized in 1933, two ships of this class were ordered as a counter to the French Dunkerque-class Battlecruiser.  One ship was laid down, but was canceled five months later to direct funds to the Scharnhorst, because the design was deemed too small to counter the French cruiser-killer.\n\nTechs needed:\nConstruction material: 6\nEngine: 7\nCruiser Armor: 6\nDestroyer MP Gun: 7\nMain Guns: 4\nCoastal Battleship: No;;;;;;;;;;;;x
ger_hipperinfo_desc;Admiral Hipper-Class, Heavy Cruiser IX\n\nThe Anglo-German Naval Agreement, signed in 1935, permitted Germany to build a navy that was 35% of the size of the Royal Navy.  This meant that Germany could build five heavy cruisers that met the conditions of the London Naval Treaty, namely that tonnage was limited to 10,000 tons and main armament limited to 8" guns.  Historically, only 3 of the 5 were completed, with the Lützow being sold to the Soviet Union and an attempt was made to convert the nearly-completed Seydlitz to an aircraft carrier.\n\nTechs needed:\nConstruction material: 6\nEngine: 8\nCruiser Armor: 2\nDestroyer MP Gun: 7\nMain Guns: 5\nCoastal Battleship: No;;;;;;;;;;;;x
ger_pinfo_desc;P-Class, Heavy Cruiser X\n\nThe P-class Panzerschiffe were designed in 1937 to replace Germany's older cruisers, and the class was to number 12 ships.  By the time the war started, all 12 ships had been assigned shipyards, but all funding was canceled and diverted to other wartime needs.  No ships of this class were built.\n\nTechs needed:\nConstruction material: 7\nEngine: 10\nCruiser Armor: 4\nDestroyer MP Gun: 7\nMain Guns: 7\nCoastal Battleship: No;;;;;;;;;;;;x
nor_norgeinfo_desc;Harald Haarfagre & Norge-Class, Heavy Cruiser I\n\nThis class of domestically-built coastal battleships consists of the ships Harald Haarfagre, Tordenskjold, and the Norge.  The first two ships were captured by Germany and used as flak batteries, while the Norge was sunk by German destroyers.\n\nTechs needed:\nConstruction material: 0\nEngine: 0\nCruiser Armor: 0\nDestroyer MP Gun: 0\nMain Guns: 0\nCoastal Battleship: Yes;;;;;;;;;;;;x
nor_bjorgvininfo_desc;Björgvin-Class, Heavy Cruiser II\n\nThe two ships of this class were coastal battleships built by the UK on behalf of Norway prior to WW1.  After the outbreak of the war, the UK requisitioned both ships, paying 370,000 pounds to Norway as compensation.\n\nTechs needed:\nConstruction material: 1\nEngine: 0\nCruiser Armor: 0\nDestroyer MP Gun: 0\nMain Guns: 1\nCoastal Battleship: Yes;;;;;;;;;;;;x
############################ Light Cruisers ############################;;;;;;;;;;;;;;x
ger_brummerinfo_desc;Brummer-Class, Light Cruiser I\n\nThe SMS Brummer and its sister ship the Bremse were a pair of mine-laying cruisers for the Kaiserliche Marine.  These ships survived the war and due to their large operational range were often used to attack convoys and merchant traffic.  After WW1 ended they were scuttled at Scapa Flow.\n\nTechs needed:\nConstruction material: 0\nEngine: 2\nCruiser Armor: 1\nDestroyer MP Gun: 1\nMain Guns: 1\n;;;;;;;;;;;;x
ger_konigsberginfo_desc;Königsberg-Class, Light Cruiser II\n\nThe Königsberg class consisted of four ships for the Kaiserliche Marine, all of which saw action in WW1.  The ships were an incremental improvement over the preceding Wiesbaden class and were used to escort minesweepers and to attack merchant shipping.  All four were scuttled at Scapa Flow.\n\nTechs needed:\nConstruction material: 1\nEngine: 2\nCruiser Armor: 1\nDestroyer MP Gun: 1\nMain Guns: 3\n;;;;;;;;;;;;x
ger_emdeninfo_desc;Emden-Class, Light Cruiser V\n\nConstructed during the Weimar Republic, the Emden was the first large warship built by Germany after WW1.  Designed as a long-range commerce raider, the ship's design was hampered by British and French observers enforcing the terms of the Treaty of Versailles.  The Emden spent most of its career as a training ship and was sunk in Kiel by Allied bombers.\n\nTechs needed:\nConstruction material: 4\nEngine: 5\nCruiser Armor: 1\nDestroyer MP Gun: 1\nMain Guns: 3\n;;;;;;;;;;;;x
ger_kinfo_desc;K-Class, Light Cruiser VI\n\nBuilt by the Weimar Republic, the 3 ships of the class were designed as commerce raiders.  However, the ships were welded together, which caused severe structural weakness during long journeys.  Combined with severe stability problems, the ships were confined to Germany's home waters.  Two of the ships were sunk during the invasion of Norway.\n\nTechs needed:\nConstruction material: 4\nEngine: 8\nCruiser Armor: 1\nDestroyer MP Gun: 4\nMain Guns: 4\n;;;;;;;;;;;;x
ger_leipziginfo_desc;Leipzig-Class, Light Cruiser VII\n\nBuilt by the Weimar Republic, the 2 ships of the class were slight improvements over the earlier K-class.  Just like the ships of the K-class, the ships were welded together, which caused severe structural weakness during long journeys.  Combined with severe stability problems, the ships were confined to Germany's home waters.\n\nTechs needed:\nConstruction material: 5\nEngine: 5\nCruiser Armor: 1\nDestroyer MP Gun: 5\nMain Guns: 4\n;;;;;;;;;;;;x
ger_minfo_desc;M-Class, Light Cruiser IX\n\nDesigned in 1936 as part of Hitler's naval rearmament program, the 12 ships of the M-class were to operate as scouts for Germany's convoy raiding squadrons.  Even during the design phase it became apparent that the ships' anti-air guns, main guns, and armor would be insufficient for their intended role, but alternative designs were no better.  The keels for two ships were laid down in 1938 and broken up after the start of WW2.\n\nTechs needed:\nConstruction material: 6\nEngine: 9\nCruiser Armor: 1\nDestroyer MP Gun: 5\nMain Guns: 5\n;;;;;;;;;;;;x
ger_narvikinfo_desc;1936A-Class, Heavy Destroyer X\n\nThese heavy destroyers were unique in the Kriegsmarine in that they carried main guns typical of Germany's cruisers and were designed to operate away from Germany's coastline.  Germany's other destroyers were coastal defense ships, so these large destroyers are modeled as small cruisers.  In total 15 of these ships were built.\n\nTechs needed:\nConstruction material: 6\nEngine: 8\nCruiser Armor: 0\nDestroyer MP Gun: 0\nMain Guns: 2\n;;;;;;;;;;;;x
ger_1938info_desc;1938-Class, Heavy Destroyer XI\n\nThis destroyer was designed to operate alongside Germany's battleships as screens in the Atlantic and would've performed the traditional fleet role of a light cruiser.  No ships of this design were built, but 12 were ordered in 1939.  The design would evolve into the planned Spähkreuzer scouting cruiser prior to the start of WW2.\n\nTechs needed:\nConstruction material: 6\nEngine: 9\nCruiser Armor: 0\nDestroyer MP Gun: 5\nMain Guns: 5\n;;;;;;;;;;;;x
ger_spahkreuzerinfo_desc;Spähkreuzer-Class, Light Cruiser XII\n\nThis class of heavy destroyer/small cruiser was designed to operate in the Atlantic alongside the planned H-class battleships.  Twenty-two of these ships were to be built as part of Plan Z, but construction never started.\n\nTechs needed:\nConstruction material: 7\nEngine: 9\nCruiser Armor: 1\nDestroyer MP Gun: 5\nMain Guns: 5\n;;;;;;;;;;;;x
############################ Destroyers ############################;;;;;;;;;;;;;;x
ger_g7info_desc;G 7-Class, Large Torpedo Boat I\n\nThe G 7-class torpedo boats were destroyer-sized coastal defense ships built by Germaniawerft in Kiel and served during WW1.\n\nTechs needed:\nConstruction material: 0\nEngine: 0\nDestroyer MP Gun: 0\nTorpedoes: 0\n;;;;;;;;;;;;x
ger_s131info_desc;S 131-Class, Large Torpedo Boat II\n\nAnother large torpedo boat used for coastal defense, this class was buit by Shichau-Werke in Emden and served during WW1.\n\nTechs needed:\nConstruction material: 1\nEngine: 1\nDestroyer MP Gun: 2\nTorpedoes: 1\n;;;;;;;;;;;;x
ger_moweinfo_desc;Möwe-Class, Large Torpedo Boat V\n\nConstructed during the Weimar Republic, the 12 ships of the Möwe-class were destroyer-sized coastal torpedo boats with no anti-submarine capabilities.  All 12 ships were sunk during the war.\n\nTechs needed:\nConstruction material: 4\nEngine: 1\nDestroyer MP Gun: 2\nTorpedoes: 4\n;;;;;;;;;;;;x
ger_1934info_desc;1934, 1936-Class, Destroyer VIII\n\nThis class represents Germany's earliest true destroyers.  Germany's destroyers were designed for the operations in the Baltic and Germany's coastal waters.  A total of 32 ships of these early classes were built.\n\nTechs needed:\nConstruction material: 6\nEngine: 3\nDestroyer MP Gun: 6\nTorpedoes: 7\n;;;;;;;;;;;;x
ger_1936binfo_desc;1936B-Class, Destroyer IX\n\nThis class is a slight modification of the earlier 1936-class, with smaller main guns and improved AA weapons.  As with Germany's other destroyers, these ships were not meant for operations outside of the Baltic Sea or coastal areas.\n\nTechs needed:\nConstruction material: 7\nEngine: 5\nDestroyer MP Gun: 6\nTorpedoes: 8\n;;;;;;;;;;;;x
ger_elbinginfo_desc;Elbing-Class, Large Torpedo Boat X\n\nBuilt after the war started, these coastal torpedo boats were comparable to the average Royal Navy destroyer in almost every area.  As these ships were torpedo boats, they lacked all forms of dedicated anti-submarine capability.\n\nTechs needed:\nConstruction material: 7\nEngine: 1\nDestroyer MP Gun: 7\nTorpedoes: 9\n;;;;;;;;;;;;x
ger_1936cinfo_desc;1936C-Class, Destroyer XI\n\None of these ships were built, but this design was to carry even greater anti-air weaponry than the earlier 1936-class variants in response to Allied air power.\n\nTechs needed:\nConstruction material: 7\nEngine: 3\nDestroyer MP Gun: 9\nTorpedoes: 9\n;;;;;;;;;;;;x
ger_1940info_desc;1940-Class, Destroyer XII\n\nFluff text.\n\nTechs needed:\nConstruction material: 8\nEngine: 3\nDestroyer MP Gun: 9\nTorpedoes: 10\n;;;;;;;;;;;;x
ger_1941info_desc;1941-Class, Destroyer XIII\n\nFluff text.\n\nTechs needed:\nConstruction material: 8\nEngine: 2\nDestroyer MP Gun: 7\nTorpedoes: 10\n;;;;;;;;;;;;x
ger_1942info_desc;1942-Class, Destroyer XIV\n\nThe 1942-class was an experimental long-range destroyer that was far smaller than the previous long-range Heavy Destroyers.  No ships of this design were built.\n\nTechs needed:\nConstruction material: 8\nEngine: 6\nDestroyer MP Gun: 9\nTorpedoes: 10\n;;;;;;;;;;;;x
ger_1942ainfo_desc;1942A-Class, Destroyer XV\n\nThe 1942A-class was an experimental long-range diesel powered small destroyer.  One unit was built, but was destroyed by Allied bombers before being completed..\n\nTechs needed:\nConstruction material: 8\nEngine: 5\nDestroyer MP Gun: 9\nTorpedoes: 10\n;;;;;;;;;;;;x
ger_1944info_desc;1944-Class, Destroyer XVI\n\nDespite the destruction of the 1942A test ship, many lessons were learned during its construction.  These led to design changes that resulted in the 1944-class.  Six ships were built, but none were finished.\n\nTechs needed:\nConstruction material: 8\nEngine: 5\nDestroyer MP Gun: 7\nTorpedoes: 10\n;;;;;;;;;;;;x
nor_drauginfo_desc;Draug-Class, Destroyer I\n\nBuilt prior to WW1, the 3 ships of this class had vastly different fates.  Draug escaped and served the Norwegian GiE.  Garm was sunk by aircraft, and Troll was captured and used as a distillation ship.\n\nTechs needed:\nConstruction material: 0\nEngine: 0\nDestroyer MP Gun: 0\nTorpedoes: 0\n;;;;;;;;;;;;x
nor_sleipnerinfo_desc;Sleipner-Class, Destroyer VIII\n\nA class of 6 ships, only 3 were completed by the time of the German invasion and only 1 managed to escape and serve during the war.\n\nTechs needed:\nConstruction material: 6\nEngine: 0\nDestroyer MP Gun: 2\nTorpedoes: 7\n;;;;;;;;;;;;x
nor_alesundinfo_desc;Alesund-Class, Destroyer X\n\nTwo ships of this class were under construction when Germany invaded.  Both ships were sabotaged by Norwegian dockworkers and neither was completed.\n\nTechs needed:\nConstruction material: 7\nEngine: 1\nDestroyer MP Gun: 5\nTorpedoes: 9\n;;;;;;;;;;;;x
nor_stordinfo_desc;Stord & Oslo-Class, Destroyer XI\n\nThe 2-ship Stord class were British S-class destroyers transferred to the Norwegian government in exile.  Likewise, the Oslo-class were British Z and C class destroyers.\n\nTechs needed:\nConstruction material: 7\nEngine: 3\nDestroyer MP Gun: 6\nTorpedoes: 9\n;;;;;;;;;;;;x
eng_scott_clas_info_desc;Scott-class-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 0\nEngine: 3\nDestroyer MP Gun: 1\nTorpedoes: 0\n;;;;;;;;;;;;x
eng_vandw_clas_info_desc;V and W-class-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 1\nEngine: 0\nDestroyer MP Gun: 2\nTorpedoes: 1\n;;;;;;;;;;;;x
eng_townclass_info_desc;Town class (Wickes/Little/Clemson)-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 2\nEngine: 0\nDestroyer MP Gun: 0\nTorpedoes: 1\n;;;;;;;;;;;;x
eng_a&b_class_info_desc;A & B-class-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 4\nEngine: 1\nDestroyer MP Gun: 3\nTorpedoes: 4\n;;;;;;;;;;;;x
eng_c&d_class_info_desc;C & D-class-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 5\nEngine: 1\nDestroyer MP Gun: 3\nTorpedoes: 5\n;;;;;;;;;;;;x
eng_e&f_class_info_desc;E & F-class-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 5\nEngine: 1\nDestroyer MP Gun: 3\nTorpedoes: 6\n;;;;;;;;;;;;x
eng_g&h_class_info_desc;G & H-class-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 6\nEngine: 1\nDestroyer MP Gun: 3\nTorpedoes: 6\n;;;;;;;;;;;;x
eng_i_class_info_desc;I-class-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 6\nEngine: 1\nDestroyer MP Gun: 3\nTorpedoes: 7\n;;;;;;;;;;;;x
eng_tribal_cla_info_desc;Tribal-class-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 6\nEngine: 3\nDestroyer MP Gun: 5\nTorpedoes: 7\n;;;;;;;;;;;;x
eng_j,k&n_clas_info_desc;J, K & N-class-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 7\nEngine: 2\nDestroyer MP Gun: 5\nTorpedoes: 8\n;;;;;;;;;;;;x
eng_lthroughw__info_desc;L through W-class-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 7\nEngine: 3\nDestroyer MP Gun: 6\nTorpedoes: 9\n;;;;;;;;;;;;x
eng_c_class_info_desc;C-class-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 8\nEngine: 7\nDestroyer MP Gun: 9\nTorpedoes: 10\n;;;;;;;;;;;;x
eng_battle_cla_info_desc;Battle-class-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 8\nEngine: 9\nDestroyer MP Gun: 7\nTorpedoes: 10\n;;;;;;;;;;;;x
eng_weapon_cla_info_desc;Weapon-class-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 8\nEngine: 7\nDestroyer MP Gun: 7\nTorpedoes: 10\n;;;;;;;;;;;;x
eng_gaelclass_info_desc;Gael Class-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 8\nEngine: 7\nDestroyer MP Gun: 10\nTorpedoes: 10\n;;;;;;;;;;;;x
eng_daringclas_info_desc;Daring Class-Class, Destroyer\n\nFluff text.\n\nTechs needed:\nConstruction material: 9\nEngine: 10\nDestroyer MP Gun: 10\nTorpedoes: 11\n;;;;;;;;;;;;x
############################ Submarines ############################;;;;;;;;;;;;;;x
ger_u31info_desc;U31-Class, Submarine I\n\nFluff text.\n\nTechs needed:\nConstruction material: 0\nEngine: 3\nTorpedoes: 0\nModern Submarine: No\n;;;;;;;;;;;;x
ger_u71info_desc;U71-Class, Submarine II\n\nFluff text.\n\nTechs needed:\nConstruction material: 0\nEngine: 2\nTorpedoes: 0\nModern Submarine: No\n;;;;;;;;;;;;x
ger_u151info_desc;U151-Class, Submarine III\n\nFluff text.\n\nTechs needed:\nConstruction material: 1\nEngine: 2\nTorpedoes: 1\nModern Submarine: No\n;;;;;;;;;;;;x
