##################################################;;;;;;;;;;;;;;x;
# Generic Tech Names;;;;;;;;;;;;;;x;
##################################################;;;;;;;;;;;;;;x;
industral_efficiency_5;Early Resource Management;;;;;;;;;;;;;x
industral_efficiency_6;Improved Automation Techniques;;;;;;;;;;;;;x
industral_efficiency_7;War Industral Usage;;;;;;;;;;;;;x
industral_efficiency_8;Adjusted Machinery Usage;;;;;;;;;;;;;x
industral_efficiency_9;Resource-Storage-Machinery Cooperation;;;;;;;;;;;;;x
industral_efficiency_10;Advanced Automation Techniques;;;;;;;;;;;;;x
industral_efficiency_11;Standardized Equipment;;;;;;;;;;;;;x
industral_efficiency_12;Regulary Upgrading Machinery;;;;;;;;;;;;;x
industral_efficiency_13;Modern Automation Techniques;;;;;;;;;;;;;x
oil_refinning_1;Basic Continuous Distillation Process;;;;;;;;;;;;;x
oil_refinning_2;Improved Reflux Separation;;;;;;;;;;;;;x
oil_refinning_3;Dimerization Unit Perfecting;;;;;;;;;;;;;x
oil_refinning_4;Fluid Caralytic Cracker Unit Stabilization;;;;;;;;;;;;;x
oil_refinning_5;Improved Overhead System Arrangements Techniques;;;;;;;;;;;;;x
oil_refinning_6;Advanced Amine Gas Treater Units;;;;;;;;;;;;;x
oil_refinning_7;Early Wastewater Collection and Treating Systems;;;;;;;;;;;;;x
steel_production_1;Surface Mining Method Studies;;;;;;;;;;;;;x
steel_production_2;Sub-Surface Mining Method Studies and Implementation;;;;;;;;;;;;;x
steel_production_3;Iron Ore Machinery Improvement;;;;;;;;;;;;;x
steel_production_4;Extractive Metallurgy Implementation;;;;;;;;;;;;;x
steel_production_5;Basic Oxygen Steelmaking;;;;;;;;;;;;;x
steel_production_6;Electrtic Arc Furnance Technologies;;;;;;;;;;;;;x
steel_production_7;Modernized Iron Ore Mining Equipment;;;;;;;;;;;;;x
raremetal_refinning_techniques_1;Improved Rubber Vulcanization Techniques;;;;;;;;;;;;;x
raremetal_refinning_techniques_2;Basic Prospecting and Exploration Techniques;;;;;;;;;;;;;x
raremetal_refinning_techniques_3;Mining Equipment Improvement;;;;;;;;;;;;;x
raremetal_refinning_techniques_4;Refining Equipement Perfecting;;;;;;;;;;;;;x
raremetal_refinning_techniques_5;Machinery Modernization;;;;;;;;;;;;;x
raremetal_refinning_techniques_6;Advanced Prospecting and Exploration Techniques;;;;;;;;;;;;;x
raremetal_refinning_techniques_7;Advanced Rubber Vulcanization Techniques;;;;;;;;;;;;;x
coal_processing_technologies_1;Surface Mining Method Studies;;;;;;;;;;;;;x
coal_processing_technologies_2;Sub-Surface Mining Method Studies and Implementation;;;;;;;;;;;;;x
coal_processing_technologies_3;Coal Mining Machinery Improvement;;;;;;;;;;;;;x
coal_processing_technologies_4;Area Mining Techniques;;;;;;;;;;;;;x
coal_processing_technologies_5;Contour Mining Development;;;;;;;;;;;;;x
coal_processing_technologies_6;Continuous Mining Utilization;;;;;;;;;;;;;x
coal_processing_technologies_7;Modernized Coal Mining Equipment;;;;;;;;;;;;;x
oil_to_coal_conversion_1;Bergius Hydrogenation Process;;;;;;;;;;;;;x
oil_to_coal_conversion_2;Low-Temperature Karrick Carbonization and Pyrolysis Process;;;;;;;;;;;;;x
oil_to_coal_conversion_3;Fischer-Tropsch Gas to Liquids Process;;;;;;;;;;;;;x
oil_to_coal_conversion_4;Medium-Temperature Karrick Carbonization and Pyrolysis Process;;;;;;;;;;;;;x
oil_to_coal_conversion_5;High-Temperature Karrick Carbonization and Pyrolysis Process;;;;;;;;;;;;;x
oil_to_coal_conversion_6;Improved Fischer-Tropsch Gas to Liquids Process;;;;;;;;;;;;;x
oil_to_coal_conversion_7;Improved Bergius Hydrogenation Process;;;;;;;;;;;;;x
oil_to_coal_conversion_8;Early Solvent Refined Coal Process;;;;;;;;;;;;;x
oil_to_coal_conversion_9;Solvent Refined Coal Process;;;;;;;;;;;;;x
default_tech_1;Infnatry;;;;;;;;;;;;;x
default_tech_1;Cavalry;;;;;;;;;;;;;x
default_tech_1;Mountain Infantry;;;;;;;;;;;;;x
default_tech_1;Marines;;;;;;;;;;;;;x
default_tech_1;Paratrooperes;;;;;;;;;;;;;x
default_tech_1;Military Engineers;;;;;;;;;;;;;x
security_training_0;No Military Police Units;;;;;;;;;;;;;x
security_training_1;Conscripted Police Units;;;;;;;;;;;;;x
security_training_2;Military Police Regiments;;;;;;;;;;;;;x
security_training_3;Occupation Duty Training;;;;;;;;;;;;;x
security_training_4;Military Patrol;;;;;;;;;;;;;x
security_training_5;Military Security Forces;;;;;;;;;;;;;x
infantry_training_0;19th Century Infantry Tactics;;;;;;;;;;;;;x
infantry_training_1;Assault Tactics;;;;;;;;;;;;;x
infantry_training_2;Fire and Maneuver;;;;;;;;;;;;;x
infantry_training_3;Platoon Mortar Support;;;;;;;;;;;;;x
infantry_training_4;Trained NCOs;;;;;;;;;;;;;x
infantry_training_5;Tactical Training;;;;;;;;;;;;;x
infantry_training_6;Battle Drill;;;;;;;;;;;;;x
infantry_training_7;World War II Veteran NCOs;;;;;;;;;;;;;x
artillery_training_0;19th Century Artillery Tactics;;;;;;;;;;;;;x
artillery_training_1;Creeping Barrage;;;;;;;;;;;;;x
artillery_training_2;Concentrated Fireplan;;;;;;;;;;;;;x
artillery_training_3;Timed Concentration Fire;;;;;;;;;;;;;x
artillery_training_4;Counter-Battery Bombardment;;;;;;;;;;;;;x
artillery_training_5;Staged Fireplan;;;;;;;;;;;;;x
artillery_training_6;Flexible Artillery Support;;;;;;;;;;;;;x
artillery_training_7;Massive Fireplan;;;;;;;;;;;;;x
tank_crew_training_0;Cavalry Tactics;;;;;;;;;;;;;x
tank_crew_training_1;Voluntary Tank Crews;;;;;;;;;;;;;x
tank_crew_training_2;Basic Tank Crew Training;;;;;;;;;;;;;x
tank_crew_training_3;Specialist Tank Crew Training;;;;;;;;;;;;;x
tank_crew_training_4;Experienced Tank Crews;;;;;;;;;;;;;x
tank_crew_training_5;World War II Veteran Tank Crews;;;;;;;;;;;;;x
tank_crew_training_6;Post-War Tank Crew Training;;;;;;;;;;;;;x
special_forces_training_0;Standard Infantry Training;;;;;;;;;;;;;x
special_forces_training_1;Improvised Special Ops;;;;;;;;;;;;;x
special_forces_training_2;Special Service Regiments;;;;;;;;;;;;;x
special_forces_training_3;Special Service Divisions;;;;;;;;;;;;;x
special_forces_training_4;Commando Troop Selection;;;;;;;;;;;;;x
special_forces_training_5;Missions Behind Enemy Lines;;;;;;;;;;;;;x
special_forces_training_6;Frontline Specialist Units;;;;;;;;;;;;;x
special_forces_training_7;Specialized Training;;;;;;;;;;;;;x
officer_training_0;Noble Officers Corps;;;;;;;;;;;;;x
officer_training_1;Great War Veteran Officers;;;;;;;;;;;;;x
officer_training_2;Educated Officers;;;;;;;;;;;;;x
officer_training_3;Specially Trained Officers;;;;;;;;;;;;;x
officer_training_4;World War II Veteran Officers;;;;;;;;;;;;;x
smallarms_technology_0;Muzzle-loaded Rifle with bayonette;;;;;;;;;;;;;x
smallarms_technology_1;Breech-loaded Rifle;;;;;;;;;;;;;x
smallarms_technology_2;Primitive Semi-Automatic Rifle;;;;;;;;;;;;;x
smallarms_technology_3;7.7mm Bolt-Action Rifle;;;;;;;;;;;;;x
smallarms_technology_4;7.7mm Semi-Automatic Rifle;;;;;;;;;;;;;x
smallarms_technology_5;7.7mm Carbine;;;;;;;;;;;;;x
smallarms_technology_6;9mm Bolt-Action Rifle;;;;;;;;;;;;;x
smallarms_technology_7;9mm Carbine;;;;;;;;;;;;;x
smallarms_technology_8;9mm SMG;;;;;;;;;;;;;x
smallarms_technology_9;Assault Rifle;;;;;;;;;;;;;x
smallarms_technology_10;11.5mm Rifle;;;;;;;;;;;;;x
smallarms_technology_11;11.5mm Carbine;;;;;;;;;;;;;x
smallarms_technology_12;Semi-Modern Assault Rifle;;;;;;;;;;;;;
support_weapon_technology_0;Gatling Gun;;;;;;;;;;;;;x
support_weapon_technology_1;Great War Machine-Gun;;;;;;;;;;;;;x
support_weapon_technology_2;Booby-traps;;;;;;;;;;;;;x
support_weapon_technology_3;Early Machine Gun;;;;;;;;;;;;;x
support_weapon_technology_4;Anti-Personnel Mine;;;;;;;;;;;;;x
support_weapon_technology_5;Satchel Charges;;;;;;;;;;;;;x
support_weapon_technology_6;Anti-Personnel Grenade;;;;;;;;;;;;;x
support_weapon_technology_7;High-Caliber Machine Gun;;;;;;;;;;;;;x
support_weapon_technology_8;Camouflage;;;;;;;;;;;;;x
support_weapon_technology_9;Heavy Machine Gun;;;;;;;;;;;;;x
support_weapon_technology_10;Multi-Purpose Light AA Gun;;;;;;;;;;;;;x
support_weapon_technology_11;Anti-Personnel Rocket;;;;;;;;;;;;;x
light_artillery_technology_0;Hand-grenade;;;;;;;;;;;;;x
light_artillery_technology_1;Rifle-grenade;;;;;;;;;;;;;x
light_artillery_technology_2;Fragmantation grenade;;;;;;;;;;;;;x
light_artillery_technology_3;Concussion grenade;;;;;;;;;;;;;x
light_artillery_technology_4;Light Machine-Gun;;;;;;;;;;;;;x
light_artillery_technology_5;Smoke grenade;;;;;;;;;;;;;x
light_artillery_technology_6;52mm Mortar;;;;;;;;;;;;;x
light_artillery_technology_7;75mm Howitzer;;;;;;;;;;;;;x
light_artillery_technology_8;81mm Mortar;;;;;;;;;;;;;x
light_artillery_technology_9;105mm Howitzer;;;;;;;;;;;;;x
light_artillery_technology_10;90mm Field Gun;;;;;;;;;;;;;x
light_artillery_technology_11;Integrated Rocket-Artillery;;;;;;;;;;;;;x
militia_smallarms_0;Muzzle-loaded Rifle with bayonette;;;;;;;;;;;;;x
militia_smallarms_1;Breech-loaded Rifle;;;;;;;;;;;;;x
militia_smallarms_2;Primitive Semi-Automatic Rifle;;;;;;;;;;;;;x
militia_smallarms_3;7.7mm Bolt-Action Rifle;;;;;;;;;;;;;x
militia_smallarms_4;7.7mm Semi-Automatic Rifle;;;;;;;;;;;;;x
militia_smallarms_5;7.7mm Carbine;;;;;;;;;;;;;x
militia_smallarms_6;9mm Bolt-Action Rifle;;;;;;;;;;;;;x
militia_smallarms_7;9mm Carbine;;;;;;;;;;;;;x
militia_smallarms_8;9mm SMG;;;;;;;;;;;;;x
militia_smallarms_9;Assault Rifle;;;;;;;;;;;;;x
militia_smallarms_10;11.5mm Rifle;;;;;;;;;;;;;x
militia_smallarms_11;11.5mm Carbine;;;;;;;;;;;;;x
militia_smallarms_12;11mm SMG;;;;;;;;;;;;;
militia_support_weapons_0;Gatling Gun;;;;;;;;;;;;;x
militia_support_weapons_1;Great War Machine-Gun;;;;;;;;;;;;;x
militia_support_weapons_2;Booby-traps;;;;;;;;;;;;;x
militia_support_weapons_3;Early Machine Gun;;;;;;;;;;;;;x
militia_support_weapons_4;Anti-Personnel Mine;;;;;;;;;;;;;x
militia_support_weapons_5;Satchel Charges;;;;;;;;;;;;;x
militia_support_weapons_6;Anti-Personnel Grenade;;;;;;;;;;;;;x
militia_support_weapons_7;High-Caliber Machine Gun;;;;;;;;;;;;;x
militia_support_weapons_8;Camouflage;;;;;;;;;;;;;x
militia_support_weapons_9;Heavy Machine Gun;;;;;;;;;;;;;x
militia_support_weapons_10;Multi-Purpose Light AA Gun;;;;;;;;;;;;;x
militia_support_weapons_11;Anti-Personnel Rocket;;;;;;;;;;;;;x
light_support_weapon_technology_1;Special-purpose support weapons;;;;;;;;;;;;;x
light_anti_tank_technology_0;Molotov Cocktail;;;;;;;;;;;;;x
light_anti_tank_technology_1;TNT;;;;;;;;;;;;;x
light_anti_tank_technology_2;14mm Anti-tank Rifle;;;;;;;;;;;;;x
light_anti_tank_technology_3;Grenade-Bundle;;;;;;;;;;;;;x
light_anti_tank_technology_4;Sticky-bomb;;;;;;;;;;;;;x
light_anti_tank_technology_5;Anti-tank Grenade;;;;;;;;;;;;;x
light_anti_tank_technology_6;Recoilles Rifle;;;;;;;;;;;;;x
light_anti_tank_technology_7;45mm Spigot Mortar;;;;;;;;;;;;;x
light_anti_tank_technology_8;75mm Anti-tank Projector Weapon;;;;;;;;;;;;;x
light_anti_tank_technology_9;90mm Anti-tank Projector Weapon;;;;;;;;;;;;;x
muntain_gun_technology_1;Mountain Guns;;;;;;;;;;;;;x
motorized_support_brigades_0;Horse-Towed Brigades;;;;;;;;;;;;;x
motorized_support_brigades_1;Truck-Towed Brigades;;;;;;;;;;;;;x
night_goggles_0;No Night Equipment;;;;;;;;;;;;;x
night_goggles_1;Night Goggles;;;;;;;;;;;;;x
rocket_launcher_1;Rocket Launcher;;;;;;;;;;;;;x
proximity_fuse_1;Proximity Fuse;;;;;;;;;;;;;x
radar_1;Early Radar;;;;;;;;;;;;;x
radar_2;Basic Radar;;;;;;;;;;;;;x
radar_3;Improved Radar;;;;;;;;;;;;;x
radar_4;Advanced Radar;;;;;;;;;;;;;x
radio_0;Horse Runners;;;;;;;;;;;;;x
radio_1;Early Radio;;;;;;;;;;;;;x
radio_2;Basic Radio;;;;;;;;;;;;;x
radio_3;Improved Radio;;;;;;;;;;;;;x
radio_4;Advanced Radio;;;;;;;;;;;;;x
engineer_assault_equipment_1;Bangalore Torpedo;;;;;;;;;;;;;x
engineer_assault_equipment_2;Anti Personel Grenade;;;;;;;;;;;;;x
engineer_assault_equipment_3;Anti Personel Incidary Grenade;;;;;;;;;;;;;x
engineer_assault_equipment_4;Flamethrower;;;;;;;;;;;;;x
engineer_assault_equipment_5;Battlefield Engineer Support Vehicles;;;;;;;;;;;;;x
engineer_assault_equipment_6;Battlefield Engineer Support Armoured Vehicles;;;;;;;;;;;;;x
engineer_bridging_equipment_1;Canal Lock Bridgelayer;;;;;;;;;;;;;x
engineer_bridging_equipment_2;Early Scissors Assault Bridgelayer;;;;;;;;;;;;;x
engineer_bridging_equipment_3;Basic Scissors Assault Bridgelayer;;;;;;;;;;;;;x
engineer_bridging_equipment_4;Improved Scissors Assault Bridgelayer;;;;;;;;;;;;;x
engineer_bridging_equipment_5;Advanced Scissors Assault Bridgelayer;;;;;;;;;;;;;x
engineer_bridging_equipment_6;Modern Scissors Assault Bridgelayer;;;;;;;;;;;;;x
imporved_police_brigade_1;Conscripted Police Units;;;;;;;;;;;;;x
imporved_police_brigade_2;Military Police Brigade;;;;;;;;;;;;;x
imporved_police_brigade_3;Military Patrol Brigade;;;;;;;;;;;;;x
imporved_police_brigade_4;Military Security Forces;;;;;;;;;;;;;x
super_heavy_tank_brigade_0;Infantry Support Tank Chassis;;;;;;;;;;;;;x
super_heavy_tank_brigade_1;Great War Infantry Support Tank Chassis;;;;;;;;;;;;;x
super_heavy_tank_brigade_2;Interwar Infantry Support Tank Chassis;;;;;;;;;;;;;x
super_heavy_tank_brigade_3;Basic Infantry Support Tank Chassis;;;;;;;;;;;;;x
super_heavy_tank_brigade_4;Early-War Infantry Support Tank Chassis;;;;;;;;;;;;;x
super_heavy_tank_brigade_5;Mid-War Infantry Support Tank Chassis;;;;;;;;;;;;;x
super_heavy_tank_brigade_6;Late-War Infantry Support Tank Chassis;;;;;;;;;;;;;x
super_heavy_tank_brigade_7;Post-War Infantry Support Tank Chassis;;;;;;;;;;;;;x
super_heavy_tank_gun_1;37mm Gun;;;;;;;;;;;;;x
super_heavy_tank_gun_2;47mm Gun;;;;;;;;;;;;;x
super_heavy_tank_gun_3;57mm Gun;;;;;;;;;;;;;x
super_heavy_tank_gun_4;75mm Gun;;;;;;;;;;;;;x
super_heavy_tank_gun_5;105mm Gun;;;;;;;;;;;;;x
super_heavy_tank_gun_6;127mm Gun;;;;;;;;;;;;;x
super_heavy_tank_gun_7;152mm Gun;;;;;;;;;;;;;x
super_heavy_tank_engine_1;100hp Engine;;;;;;;;;;;;;x
super_heavy_tank_engine_2;200hp Engine;;;;;;;;;;;;;x
super_heavy_tank_engine_3;300hp Engine;;;;;;;;;;;;;x
super_heavy_tank_engine_4;400hp Engine;;;;;;;;;;;;;x
super_heavy_tank_engine_5;550hp Engine;;;;;;;;;;;;;x
super_heavy_tank_engine_6;700hp Engine;;;;;;;;;;;;;x
super_heavy_tank_engine_7;850hp Engine;;;;;;;;;;;;;x
super_heavy_tank_armour_1;40mm;;;;;;;;;;;;;x
super_heavy_tank_armour_2;60mm;;;;;;;;;;;;;x
super_heavy_tank_armour_3;80mm;;;;;;;;;;;;;x
super_heavy_tank_armour_4;90mm;;;;;;;;;;;;;x
super_heavy_tank_armour_5;100mm;;;;;;;;;;;;;x
super_heavy_tank_armour_6;125mm;;;;;;;;;;;;;x
super_heavy_tank_armour_7;150mm;;;;;;;;;;;;;x
super_heavy_tank_reliability_0;Great War Tank Reliability;;;;;;;;;;;;;x
super_heavy_tank_reliability_1;Interwar IST Reliability;;;;;;;;;;;;;x
super_heavy_tank_reliability_2;Basic War IST Reliability;;;;;;;;;;;;;x
super_heavy_tank_reliability_3;Early-War IST Reliability;;;;;;;;;;;;;x
super_heavy_tank_reliability_4;Mid-War IST Reliability;;;;;;;;;;;;;x
super_heavy_tank_reliability_5;Late-War IST Reliability;;;;;;;;;;;;;x
super_heavy_tank_reliability_6;Post-War IST Reliability;;;;;;;;;;;;;x
lighttank_brigade_0;Light Tank Chassis;;;;;;;;;;;;;x
lighttank_brigade_1;Experimental Light Tank Chassis;;;;;;;;;;;;;x
lighttank_brigade_2;Tankette Chassis;;;;;;;;;;;;;x
lighttank_brigade_3;Interwar Light Tank Chassis;;;;;;;;;;;;;x
lighttank_brigade_4;Basic Light Tank Chassis;;;;;;;;;;;;;x
lighttank_brigade_5;Early-War Light Tank Chassis;;;;;;;;;;;;;x
lighttank_brigade_6;Mid-War Light Tank Chassis;;;;;;;;;;;;;x
lighttank_brigade_7;Late-War Light Tank Chassis;;;;;;;;;;;;;x
lighttank_brigade_8;Post-War Light Tank Chassis;;;;;;;;;;;;;x
lighttank_gun_1;7.7mm Machine-Gun;;;;;;;;;;;;;x
lighttank_gun_2;12.7mm Machine-Gun;;;;;;;;;;;;;x
lighttank_gun_3;20mm Machine-Gun;;;;;;;;;;;;;x
lighttank_gun_4;37mm Gun;;;;;;;;;;;;;x
lighttank_gun_5;47mm Gun;;;;;;;;;;;;;x
lighttank_gun_6;57mm Gun;;;;;;;;;;;;;x
lighttank_gun_7;75mm Gun;;;;;;;;;;;;;x
lighttank_gun_8;90mm Gun;;;;;;;;;;;;;x
lighttank_engine_0;Experimental Light Tank Engine;;;;;;;;;;;;;x
lighttank_engine_1;60hp Engine;;;;;;;;;;;;;x
lighttank_engine_2;100hp Engine;;;;;;;;;;;;;x
lighttank_engine_3;120hp Engine;;;;;;;;;;;;;x
lighttank_engine_4;140hp Engine;;;;;;;;;;;;;x
lighttank_engine_5;160hp Engine;;;;;;;;;;;;;x
lighttank_engine_6;180hp Engine;;;;;;;;;;;;;x
lighttank_engine_7;200hp Engine;;;;;;;;;;;;;x
lighttank_engine_8;220hp Engine;;;;;;;;;;;;;x
lighttank_armour_1;10mm;;;;;;;;;;;;;x
lighttank_armour_2;15mm;;;;;;;;;;;;;x
lighttank_armour_3;20mm;;;;;;;;;;;;;x
lighttank_armour_4;28mm;;;;;;;;;;;;;x
lighttank_armour_5;34mm;;;;;;;;;;;;;x
lighttank_armour_6;42mm;;;;;;;;;;;;;x
lighttank_armour_7;50mm;;;;;;;;;;;;;x
lighttank_armour_8;60mm;;;;;;;;;;;;;x
lighttank_reliability_0;Experimental Light Tank Reliability;;;;;;;;;;;;;x
lighttank_reliability_1;Tankette Reliability;;;;;;;;;;;;;x
lighttank_reliability_2;Interwar Light Tank Reliability;;;;;;;;;;;;;x
lighttank_reliability_3;Basic Light Tank Reliability;;;;;;;;;;;;;x
lighttank_reliability_4;Early-War Light Tank Reliability;;;;;;;;;;;;;x
lighttank_reliability_5;Mid-War Light Tank Reliability;;;;;;;;;;;;;x
lighttank_reliability_6;Late-War Light Tank Reliability;;;;;;;;;;;;;x
lighttank_reliability_7;Post-War Light Tank Reliability;;;;;;;;;;;;;x
tank_brigade_0;Medium Tank Chassis;;;;;;;;;;;;;x
tank_brigade_1;Experimental Medium Tank Chassis;;;;;;;;;;;;;x
tank_brigade_2;Interwar Medium Tank Chassis;;;;;;;;;;;;;x
tank_brigade_3;Basic Medium Tank Chassis;;;;;;;;;;;;;x
tank_brigade_4;Early-War Medium Tank Chassis;;;;;;;;;;;;;x
tank_brigade_5;Mid-War Medium Tank Chassis;;;;;;;;;;;;;x
tank_brigade_6;Late-War Medium Tank Chassis;;;;;;;;;;;;;x
tank_brigade_7;Post-War Medium Tank Chassis;;;;;;;;;;;;;x
tank_gun_1;37mm Gun;;;;;;;;;;;;;x
tank_gun_2;47mm Gun;;;;;;;;;;;;;x
tank_gun_3;57mm Gun;;;;;;;;;;;;;x
tank_gun_4;75mm Gun;;;;;;;;;;;;;x
tank_gun_5;90mm Gun;;;;;;;;;;;;;x
tank_gun_6;105mm Gun;;;;;;;;;;;;;x
tank_gun_7;127mm Gun;;;;;;;;;;;;;x
tank_engine_1;150hp Engine;;;;;;;;;;;;;x
tank_engine_2;200hp Engine;;;;;;;;;;;;;x
tank_engine_3;275hp Engine;;;;;;;;;;;;;x
tank_engine_4;350hp Engine;;;;;;;;;;;;;x
tank_engine_5;425hp Engine;;;;;;;;;;;;;x
tank_engine_6;500hp Engine;;;;;;;;;;;;;x
tank_engine_7;600hp Engine;;;;;;;;;;;;;x
tank_armour_1;15mm;;;;;;;;;;;;;x
tank_armour_2;30mm;;;;;;;;;;;;;x
tank_armour_3;45mm;;;;;;;;;;;;;x
tank_armour_4;60mm;;;;;;;;;;;;;x
tank_armour_5;75mm;;;;;;;;;;;;;x
tank_armour_6;100mm;;;;;;;;;;;;;x
tank_armour_7;125mm;;;;;;;;;;;;;x
tank_reliability_0;Experimental Medium Tank Reliability;;;;;;;;;;;;;x
tank_reliability_1;Interwar Medium Tank Reliability;;;;;;;;;;;;;x
tank_reliability_2;Basic Medium Tank Reliability;;;;;;;;;;;;;x
tank_reliability_3;Early-War Medium Tank Reliability;;;;;;;;;;;;;x
tank_reliability_4;Mid-War Medium Tank Reliability;;;;;;;;;;;;;x
tank_reliability_5;Late-War Medium Tank Reliability;;;;;;;;;;;;;x
tank_reliability_6;Post-War Medium Tank Reliability;;;;;;;;;;;;;x
heavy_tank_brigade_0;Heavy Tank Chassis;;;;;;;;;;;;;x
heavy_tank_brigade_1;Experimental Heavy Tank Chassis;;;;;;;;;;;;;x
heavy_tank_brigade_2;Basic Heavy Tank Chassis;;;;;;;;;;;;;x
heavy_tank_brigade_3;Early-War Heavy Tank Chassis;;;;;;;;;;;;;x
heavy_tank_brigade_4;Early Mid-War Heavy Tank Chassis;;;;;;;;;;;;;x
heavy_tank_brigade_5;Late Mid-War Heavy Tank Chassis;;;;;;;;;;;;;x
heavy_tank_brigade_6;Late-War Heavy Tank Chassis;;;;;;;;;;;;;x
heavy_tank_brigade_7;Post-War Heavy Tank Chassis;;;;;;;;;;;;;x
heavy_tank_gun_1;57mm Gun;;;;;;;;;;;;;
heavy_tank_gun_2;65mm Gun;;;;;;;;;;;;;x
heavy_tank_gun_3;75mm Gun;;;;;;;;;;;;;x
heavy_tank_gun_4;88mm Gun;;;;;;;;;;;;;x
heavy_tank_gun_5;102mm Gun;;;;;;;;;;;;;x
heavy_tank_gun_6;127mm Gun;;;;;;;;;;;;;x
heavy_tank_gun_7;152mm Gun;;;;;;;;;;;;;x
heavy_tank_engine_1;500hp Engine;;;;;;;;;;;;;x
heavy_tank_engine_2;600hp Engine;;;;;;;;;;;;;x
heavy_tank_engine_3;700hp Engine;;;;;;;;;;;;;x
heavy_tank_engine_4;800hp Engine;;;;;;;;;;;;;x
heavy_tank_engine_5;900hp Engine;;;;;;;;;;;;;x
heavy_tank_engine_6;1000hp Engine;;;;;;;;;;;;;x
heavy_tank_engine_7;1100hp Engine;;;;;;;;;;;;;x
heavy_tank_armour_1;75mm;;;;;;;;;;;;;x
heavy_tank_armour_2;100mm;;;;;;;;;;;;;x
heavy_tank_armour_3;125mm;;;;;;;;;;;;;x
heavy_tank_armour_4;150mm;;;;;;;;;;;;;x
heavy_tank_armour_5;175mm;;;;;;;;;;;;;x
heavy_tank_armour_6;200mm;;;;;;;;;;;;;x
heavy_tank_armour_7;220mm;;;;;;;;;;;;;x
heavy_tank_reliability_0;Experimental Heavy Tank Reliability;;;;;;;;;;;;;x
