##################################################;;;;;;;;;;;;;;x
# Abilities;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
MAX_STRENGTH;Max Strength;Puissance max;Max. Stärke;;Fuerza máxima;;;;;;;;;x
AIR_DETECTION;Air Detection;Détection aérienne;Luftortung;;Detec. aérea;;;;;;;;;x
SUB_DETECTION;Sub Detection;Détection sous-marine;Unterwasserortung;;Detección sub.;;;;;;;;;x
VISIBILITY;Visibility;Visibilité;Sichtweite;;Visibilidad;;;;;;;;;x
SEA_DEFENCE;Sea Defence;Défense navale;Seeverteidigung;;Def. marítima;;;;;;;;;x
CONVOY_ATTACK;Convoy Attack;Attaque du convoi;Konvoiangriff;;Ataque a convoy;;;;;;;;;x
SEA_ATTACK;Sea Attack;Attaque navale;Seeangriff;;Ataque marítimo;;;;;;;;;x
SUB_ATTACK;Sub Attack;Attaque sous-marine;Unterwasserangriff;;Ataque sub.;;;;;;;;;x
SHORE_BOMBARDMENT;Shore Bombardment;Bombardement côtier;Küstenbombardement;;Bombardeo costero;;;;;;;;;x
SURFACE_DEFENCE;Surface Defence;Défense en surface;Oberflächenverteidigung;;Defensa superf.;;;;;;;;;x
STRATEGIC_ATTACK;Strategic Attack;Attaque stratégique;Strategischer Angriff;;Ataque estrat.;;;;;;;;;x
RADIO_STRENGTH;Radio Strength;Puissance radio;Funkstärke;;Potencia de radiotransmisión;;;;;;;;;x
HULL;Hull;Coque;Rumpf;;Casco;;;;;;;;;x
POSITIONING;Positioning;Positionnement;Positionierung;;Despliegue;;;;;;;;;x
ALLOW_ESCORTS_TECH;Allows construction of convoy escorts;Permet la construction d'escortes pour les convois;Bau von Konvoi-Geleitschiffen ermöglichen;;Permite la construcción de escoltas para convoyes;;;;;;;;;x
ESCORT_EFFICIENCY_TECH;Escort Efficiency;Efficacité de l'escorte;Geleitschiff-Effizienz;;Rendimiento de la escolta;;;;;;;;;x
TARGET_CHOICE_TECH;Target Choice;Choix de la cible;Zielwahl;;Selección de objetivo;;;;;;;;;x
TARGET_CHANCE_TECH;Target Chance;Probabilité d'atteinte de la cible;Zielwahl;;Probabilidad de objetivo;;;;;;;;;x
NAVAL_BASE_EFF_TECH;Naval Base Efficiency;Efficacité de la base navale;Marinebasis-Effizienz;;Rendimiento de base naval;;;;;;;;;x
CASUALTY_TRICKLEBACK_TECH;Casualty Trickleback;Évacuation des victimes;Verwundetenrückkehr;;Goteo de vuelta de bajas;;;;;;;;;x
MAX_ATTRITION_TECH;Attrition;Attrition;Verlustquote;;El desgaste;;;;;;;;;x
MANPOWER_GAIN_TECH;Manpower;Main d'œuvre;Mannstärke;;Rec. hum.;;;;;;;;;x
IC_MOD_TECH;IC;CI;IK;;Aco Iro;;;;;;;;;x
IC_EFFICIENCY_TECH;IC Efficiency;Efficacité CI;IK-Effizienz;;Rendimiento de CI;;;;;;;;;x
ENERGY_TO_OIL_TECH;Energy to Oil;Énergie en pétrole;Energie zu Öl;;Energía en combustible;;;;;;;;;x
IC_TO_SUPPLIES_TECH;Supplies Production;Production de ravitaillement;Nachschubproduktion;;Producción de suministros;;;;;;;;;x
PROV_AA_TECH;Provincial AA Efficiency;Efficacité DCA provinciale;Provinzielle Flak-Effizienz;;Eficacia de la AA provincial;;;;;;;;;x
COMBAT_EFF_TECH;Combat Efficiency;Efficacité au combat;Kampfeffizienz;;Eficacia en combate;;;;;;;;;x
RESEARC_EFF_TECH;Research Efficiency;Efficacité des recherches;Forschungseffizienz;;Rendimiento de la investigación;;;;;;;;;x
METAL_PROD_TECH;Metal Production;Production de métaux;Metallproduktion;;Producción de metal;;;;;;;;;x
RARES_PROD_TECH;Rare Materials Production;Production de matériaux rares;Prod. seltener Materialien;;Producción de materiales raros;;;;;;;;;x
ENERGY_PROD_TECH;Energy Production;Production d'énergie;Energieproduktion;;Producción de energía;;;;;;;;;x
LEADERSHIP_GAIN_TECH;Leadership;Leadership;Führung;;Liderazgo;;;;;;;;;x
NIGHT_ADJUSTER;Night;Nuit;Nacht;;Noche;;;;;;;;;x
FORT_ADJUSTER;Fort;Fort;Fort;;Fuerte;;;;;;;;;x
RIVER_ADJUSTER;River;Fleuve;Fluss;;Río;;;;;;;;;x
AMPH_ADJUSTER;Amphibious;Amphibie;Amphibisch;;Anfibio;;;;;;;;;x
UA_ATTACK;Attack;Attaque;Angriff;;Ataque;;;;;;;;;x
UA_DEFENCE;Defence;Défense;Verteidigung;;Defensa;;;;;;;;;x
UA_MOVEMENT;Movement;Mouvement;Bewegung;;Movimiento;;;;;;;;;x
UA_ATTRITION;Attrition;Attrition;Verlustquote;;El desgaste;;;;;;;;;x
NUKE_PROD_GAIN_TECH;Nuclear Production;Production nucléaire;Atomare Prod.;;Producción nuclear;;;;;;;;;x
ORD_RED; Organisation Penalty;Pénalité d'organisation; Organisationsabzug;; Penalización a la organización;;;;;;;;;x
ORD_EFF; Efficiency;Efficacité; Effizienz;; Rendimiento;;;;;;;;;x
RADAR_IMPACT_TECH;Radar Combat Impact;Impact du radar sur le combat;Radard-Gefechtseinfluss;;Impacto del radar en combate;;;;;;;;;x
REPAIR_RATE_TECH;Repair Rate;Taux de réparation;Reparaturgeschwindigkeit;;Velocidad de reparación;;;;;;;;;x
BOMBER_TARGET_TECH;Bomber Target Selection;Sélection de la cible du bombardier;Bomber-Zielauswahl;;Selección de objetivos de bombardero;;;;;;;;;x
FIGHTER_TARGET_TECH;Fighter Target Selection;Sélection de la cible du chasseur;Jäger-Zielauswahl;;Selección de objetivos de caza;;;;;;;;;x
FRONTLINE_FOCUS_TECH;Frontline Target Focus;Cible ligne de front;Fronttruppen-Hauptziele;;Prioridad de objetivos del frente;;;;;;;;;x
RESERVE_FOCUS_TECH;Reserves Target Focus;Cible réserves;Reserven-Hauptziele;;Prioridad de objetivos de la reserva;;;;;;;;;x
NAVAL_AIR_TARGET_CHANCE_TECH;Naval Bombing Target Chance;Probabilité d'atteinte de la cible par bombardement naval;Marinebombardement - Trefferwahrsch.;;Oportunidad de objetivo de bombardeo naval ;;;;;;;;;x
CARRIER_CAPACITY;Carrier CAG size;Taille du groupe aérien embarqué;Trägergeschwader-Größe;;Portaaviones tamaño GAE;;;;;;;;;x
LISTENING_STATION_TECH;Allow radar installations to work as listening stations;Permettre aux installations radar d'opérer en tant que stations d'écoute;Radareinr. ermöglichen, als Horchposten zu fungieren;;Permitir que los puestos de radar actúen como puestos de escucha;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Theories and Practicals;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
infantry_theory;Infantry Theory;Théorie de l'infanterie;Infanterie-Theorie;;Teoría de la infantería;;;;;;;;;x
infantry_practical;Infantry Practical;Connaissances prat. infanterie;Infanterie-Praxis;;Práctica de la infantería;;;;;;;;;x
militia_theory;Militia Theory;Théorie de la milice;Miliz-Theorie;;Teoría de la milicia;;;;;;;;;x
militia_practical;Militia Practical;Connaissances prat. milice;Miliz-Praxis;;Práctica de la milicia;;;;;;;;;x
mobile_theory;Mobile Unit Theory;Théorie de l'unité mobile;Mobile Einheiten-Theorie;;Teoría de la unidad de maniobra;;;;;;;;;x
mobile_practical;Mobile Unit Practical;Connaissances pratiques de l'unité mobile;Mobile Einheiten-Praxis;;Práctica de la unidad de maniobra;;;;;;;;;x
artillery_theory;Artillery Theory;Théorie de l'artillerie;Artillerie-Theorie;;Teoría de la artillería;;;;;;;;;x
artillery_practical;Artillery Practical;Connaissances pratiques de l'artillerie;Artillerie-Praxis;;Práctica de la artillería;;;;;;;;;x
rocket_science;Rocket Science;Fuséologie;Raketen-Theorie;;Técnica de cohetes;;;;;;;;;x
rocket_practical;Rocket Practical;Connaissances pratiques en fuséologie;Raketen-Praxis;;Práctica de cohetes;;;;;;;;;x
naval_engineering;Naval Engineering;Ingénierie navale;Marine-Ingenieurswesen;;Ingeniería naval;;;;;;;;;x
destroyer_practical;Destroyer Practical;Connaissances pratiques des destroyers;Zerstörer-Praxis;;Práctica de destructores;;;;;;;;;x
cruiser_practical;Cruiser Practical;Connaissances pratiques des croiseurs;Kreuzer-Praxis;;Práctica de cruceros;;;;;;;;;x
capitalship_practical;Capital Ship Practical;Connaissances pratiques des navires capitaux;Großkampfschiff-Praxis;;Práctica de la gran unidad;;;;;;;;;x
carrier_practical;Aircraft Carrier Practical;Connaissances pratiques des porte-avions;Flugzeugträger-Praxis;;Práctica de portaaviones;;;;;;;;;x
submarine_engineering;Submarine Engineering;Ingénierie sous-marine;U-Boot-Ingenieurswesen;;Ingeniería submarina;;;;;;;;;x
submarine_practical;Submarine Practical;Connaissances pratiques des sous-marins;U-Boot-Praxis;;Práctica submarina;;;;;;;;;x
electornicegineering_theory;Electronic Engineering Theory;Théorie d'ingénierie électronique;Elektrotechnik-Theorie;;Teoría de ingeniería electrónica;;;;;;;;;x
electornicegineering_practical;Electronic Engineering Practical;Connaissances pratiques en génie électronique;Elektrotechnik-Praxis;;Práctica de ingeniería electrónica;;;;;;;;;x
automotive_theory;Automotive Theory;Théorie de l'autopropulsion;Automobil-Theorie;;Teoría del automóvil;;;;;;;;;x
armour_practical;Armour Practical;Connaissances pratiques du blindage;Panzer-Praxis;;Práctica del blindaje;;;;;;;;;x
aeronautic_engineering;Aeronautical Engineering;Ingénierie aéronautique;Flugingenieurwesen;;Ingeniería aeronáutica;;;;;;;;;x
single_engine_aircraft_practical;Light Aircraft Practical;Connaissances pratiques des avions légers;Jagdflugzeug-Praxis;;Práctica de aviones ligeros;;;;;;;;;x
twin_engine_aircraft_practical;Medium Bomber Practical;Connaissances pratiques des bombardiers moyens;Mittlere Bomber-Praxis;;Práctica de bombardero medio;;;;;;;;;x
four_engine_aircraft_practical;Heavy Aircraft Practical;Connaissances pratiques des avions lourds;Schwere Bomber-Praxis;;Práctica de bombardero pesado;;;;;;;;;x
spearhead_theory;Spearhead Doctrine;Doctrine du fer de lance;Blitzkrieg-Doktrin;;Doctrina de punta de ataque;;;;;;;;;x
superior_firepower_theory;Superior Firepower Doctrine;Doctrine de la puissance de feu dominante;Feuerüberlegenheit-Doktrin;;Doctrina de la potencia de fuego superior;;;;;;;;;x
grand_battleplan_theory;Grand Battleplan Doctrine;Doctrine du meilleur plan de bataille;Großer Schlachtplan-Doktrin;;Doctrina del plan de la gran batalla;;;;;;;;;x
human_wave_theory;Human Wave Doctrine;Doctrine de la vague humaine;Menschenwelle-Doktrin;;Doctrina de la oleada humana;;;;;;;;;x
land_doctrine_theory;Land Doctrine Theory;Théorie de la doctrine terrestre;Landdoktrin-Theorie;;Teoría de la doctrina de tierra;;;;;;;;;x
land_doctrine_practical;Land Combat Experience;Expérience en combat terrestre;Bodenkampferfahrung;;Experiencia en combate terrestre;;;;;;;;;x
naval_doctrine_practical;Naval Combat Experience;Expérience en combat naval;Seekampferfahrung;;Experiencia en combate naval;;;;;;;;;x
base_strike_doctrine;Force Projection Doctrine;Doctrine de Frappe de la base;Doktrin des Basisangriffs;;Doctrina del ataque a base;;;;;;;;;x
fleet_in_being_doctrine;Sealane Control Doctrine;Doctrine du parc naval;Doktrin der Flottenpräsenz;;Doctrina de la flota en potencia;;;;;;;;;x
sealane_interdiction_doctrine;Sealane Interdiction Doctrine;Doctrine d'interdiction du couloir de navigation;Doktrin der Seewegsabriegelung;;Doctrina de la interceptación de rutas marítimas;;;;;;;;;x
air_doctrine_practical;Air Combat Experience;Expérience en combat aérien;Luftkampferfahrung;;Experiencia en combate aéreo;;;;;;;;;x
fighter_focus;Fighter Defense Doctrine;Objectif chasseur;Fokus auf Jagdflugzeuge;;Prioridad de los cazas;;;;;;;;;x
cas_focus;Army Aviation Doctrine;Objectif soutien aérien rapproché;Fokus auf Luftnahunterstützung;;Prioridad del apoyo aéreo;;;;;;;;;x
tac_focus;Independent Airforce Doctrine;Objectif puissance aérienne tactique;Fokus auf taktische Luftüberlegenheit;;Prioridad del poder aéreo táctico;;;;;;;;;x
nav_focus;Naval Aviation Doctrine;Objectif aviation navale;Fokus auf Marineflieger;;Prioridad de la aviación naval;;;;;;;;;x
strategic_air_focus;Strategic Airforce Doctrine;Objectif puissance aérienne stratégique;Fokus auf strategische Luftüberlegenheit;;Prioridad del poder aéreo estratégico;;;;;;;;;x
mechanicalengineering_theory;Mechanical Engineering;Génie mécanique;Maschinenbau;;Ingeniería mecánica;;;;;;;;;x
chemical_engineering;Chemical Engineering;Génie chimique;Verfahrenstechnik;;Ingeniería química;;;;;;;;;x
jetengine_theory;Jet Engine Theory;Théorie sur le réacteur;Strahltriebwerk-Theorie;;Teoría del motor a reacción;;;;;;;;;x
jetengine_practical;Jet Engine Practical;Connaissances pratiques du réacteur;Strahltriebwerk-Praxis;;Práctica del motor a reacción;;;;;;;;;x
nuclear_physics;Nuclear Physics;Physique nucléaire;Atomphysik;;Física nuclear;;;;;;;;;x
nuclear_bomb;Nuclear Bomb Making;Fabrication de bombe nucléaire;Atombombenherstellung;;Producción de bomba nuclear;;;;;;;;;x
transport_practical;Transport Practical;Connaissances pratiques des transports;Transport-Praxis;;Práctica del transporte;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Folders;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
infantry_folder;Infantry;Infanterie;Infanterie;;Infantería;;;;;;;;;x
armour_folder;Armour;Blindage;Panzer;;Blindaje;;;;;;;;;x
smallship_folder;Small Ships;Petits navires;Kleinschiffe;;Buques ligeros;;;;;;;;;x
capitalship_folder;Capital Ships;Navires capitaux;Großschiffe;;Grandes unidades;;;;;;;;;x
bomber_folder;Bombers;Bombardiers;Bomber;;Bombarderos;;;;;;;;;x
fighter_folder;Fighters;Chasseurs;Jäger;;Cazas;;;;;;;;;x
industry_folder;Industry;Industrie;Industrie;;Industria;;;;;;;;;x
secretweapon_folder;Secret Weapons;Armes secrètes;Geheimwaffen;;Armas secretas;;;;;;;;;x
theory_folder;Theories;Théories;Theorien;;Teorías;;;;;;;;;x
land_doctrine_folder;Land Doctrine;Doctrine terrestre;Landdoktrin;;Doctrina de tierra;;;;;;;;;x
naval_doctrine_folder;Naval Doctrine;Doctrine navale;Marinedoktrin;;Doctrina naval;;;;;;;;;x
air_doctrine_folder;Air Doctrine;Doctrine aérienne;Luftdoktrin;;Doctrina aérea;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Top Buttons;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
TECH_INFANTRY;Infantry;Infanterie;Infanterie;;Infantería;;;;;;;;;x
TECH_ARMOUR;Armour;Blindés;Panzer;;Blindaje;;;;;;;;;x
TECH_ESCORTS;Escorts;Escortes;Geleitschiff;;Escoltas;;;;;;;;;x
TECH_CAPITAL;Capital;Amiraux;Großschiff;;Capital;;;;;;;;;x
TECH_BOMBER;Bomber;Bombard.;Bomber;;Bombard.;;;;;;;;;x
TECH_FIGHTER;Fighter;Chasseur;Jäger;;Caza;;;;;;;;;x
TECH_INDUSTRY;Industry;Industrie;Industrie;;Industria;;;;;;;;;x
TECH_SECRET;Secret;Secret;Geheim;;Secreto;;;;;;;;;x
TECH_THEORY;Theory;Théorie;Theorie;;Teoría;;;;;;;;;x
TECH_OPERATIONAL;Operat.;;;;;;;;;;;;;x
TECH_LAND;Land;Terrestre;Land;;Tierra;;;;;;;;;x
TECH_NAVAL;Naval;Naval;See;;Naval;;;;;;;;;x
TECH_AIR;Air;Aérien;Luft;;Aéreos;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Infantry Techs;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
infantry_activation;Infantry Division;Division d'infanterie;Infanteriedivision;;División infant.;;;;;;;;;x
cavalry_activation;Cavalry Division;;;;;;;;;;;;;x
mortorised_infantry;Motorised Infantry;Infanterie motorisée;Motorisierte Infanterie;;Infantería motorizada;;;;;;;;;x
mountain_infantry;Mountain Infantry;Infanterie alpine;Gebirgsjäger;;Infantería de montaña;;;;;;;;;x
marine_infantry;Marine Infantry;Infanterie marine;Marine-Infanterie;;Infantería de marina;;;;;;;;;x
paratrooper_infantry;Airborne Infantry;Infanterie aéroportée;Fallschirmjäger;;Infantería aerotransportada;;;;;;;;;x
engineer_brigade_activation;Assault Engineer Brigade;Brigade d'ingénieurs;Pionierbrigade;;Brigada ingenieros;;;;;;;;;x
smallarms_technology;Small Arms;Armes légères;Infanteriewaffen;;Armas portátiles;;;;;;;;;x
militia_smallarms;Militia Small Arms;Armes légères;Infanteriewaffen;;Armas portátiles;;;;;;;;;x
support_weapon_technology;Defensive Support Weapons;Armes de soutien de l'infanterie;Infanterie-Unterstützungwaffen;;Armas de apoyo de infantería;;;;;;;;;x
militia_support_weapons;Militia Support Weapons;;;;;;;;;;;;;x
light_artillery_technology;Offensive Support Weapons;Artillerie légère;Leichte Artillerie;;Artillería ligera;;;;;;;;;x
light_anti_tank_technology;Man-Portable Anti-Tank Weapons;Armes anti-chars de l'infanterie;Infanterie-PAKs;;Armas anticarro de infantería;;;;;;;;;x
weapon_salt_water_proofing;Weapon Salt-Water Proofing;;;;;;;;;;;;;x
light_smallarms_technology;Light Small Arms Modification;;;;;;;;;;;;;x
light_support_weapon_technology;Light Support Weapons Development;;;;;;;;;;;;;x
portable_anti_tank_technology;Man-Portable Anti-Tank Weapons;;;;;;;;;;;;;x
mountain_gun_technology;Light Artillery Miniaturization;;;;;;;;;;;;;x
engineer_bridging_equipment;Bridging Equipment;Équipement de pontage;Brückenbauausrüstung;;Material de paso de ríos;;;;;;;;;x
engineer_assault_equipment;Assault Weapons;Armes d'assaut;Angriffswaffen;;Armas de asalto;;;;;;;;;x
artic_warfare_equipment;Arctic Warfare Equipment;Équipement militaire pour l'arctique;Ausrüstung für arkt. Kriegsführung;;Equipo guerra ártico;;;;;;;;;x
desert_warfare_equipment;Desert Warfare Equipment;Équipement militaire pour le désert;Wüstenkampfausrüstung;;Equipo guerra desierto;;;;;;;;;x
jungle_warfare_equipment;Jungle Warfare Equipment;Équipement militaire pour la jungle;Dschungelkampfausrüstung;;Equipo guerra jungla;;;;;;;;;x
mountain_warfare_equipment;Mountain Warfare Equipment;Équipement militaire alpin;Gebirgskampfausrüstung;;Equipo guerra montaña;;;;;;;;;x
airborne_warfare_equipment;Airborne Warfare Equipment;Équipement militaire aéroporté;Fallschirmjägerausrüstung;;Equipo de guerra aérea;;;;;;;;;x
amphibious_warfare_equipment;Amphibious Warfare Equipment;Équipement militaire amphibie;Amphibische Kampfausrüstung;;Equipo guerra anfibio;;;;;;;;;x
night_goggles;Night Fighting Equipment;Équipement de combat de nuit;Nachtsichtausrüstung;;Equipo para combate nocturno;;;;;;;;;x
imporved_police_brigade;Improved Security Units;Unités de sécurité améliorées;Verbesserte Sicherheitseinheiten;;Unidades de seguridad mejoradas;;;;;;;;;x
infantry_activation_desc;The infantry brigade is not simply a question getting the of right equipment, but a question of organisation. Our experiments with militia armaments have given us the pointers needed to improve the structure of our units. The infantry division has greater firepower and cohesion than the standard militia unit, but also requires a greater investment to raise and train.  ;La brigade d'infanterie implique non seulement la question du choix de l'équipement approprié mais aussi celle de l'organisation. La division d'infanterie dispose d'une puissance de feu et d'une cohésion supérieures à celles de l'unité de milice standard mais un investissement plus important est nécessaire à sa formation et à son entraînement.;Für Infanteriebrigaden ist nicht nur die richtige Ausrüstung wichtig, sondern auch die Organisation. Durch unsere Versuche mit Milizwaffen haben wir wichtige Erkenntnisse zur Verbesserung unserer Einheitsstrukturen erlangt. Die Infanteriedivision hat mehr Feuerkraft und Zusammenhalt als eine typische Milizeinheit, ist jedoch bezüglich Aushebung und Ausbildung teurer.;;Una brigada de infantería no solo consiste en dar con el equipo adecuado, sino que es una cuestión de organización. Nuestros experimentos con armamento para la milicia han surtido los efectos necesarios para mejorar nuestras unidades. La división de infantería no solo tiene más potencia de fuego y cohesión que la unidad de milicia, sino que también requiere mayor inversión para crearse y entrenarse.;;;;;;;;;x
cavalry_activation_desc;The cavalry brigade is a brigade of infantrymen, that fights on foot, but moves on horses. The cavalry division has greater mobility than the standard infantry unit, but also requires a greater investment to raise and train.;;;;;;;;;;;;;x
mortorised_infantry_desc;By equipping our troops with motorised vehicles they will be able to take full advantage of the road network and thus move much faster. They will also be able to carry heavier support weapons into combat. ;En équipant nos troupes de véhicules motorisés, nous pourrons profiter pleinement du réseau routier et ainsi nous déplacer bien plus rapidement. Elles seront également en mesure de transporter des armes de soutien plus lourdes vers la zone de combat. ;Durch die Ausrüstung unserer Truppen mit motorisierten Fahrzeugen können sie das Straßennetz voll ausnützen und sich daher viel schneller fortbewegen. Durch den Einsatz von Fahrzeugen können sie außerdem schwereres Gerät mit ins Gefecht nehmen.;;Si equipamos a nuestras tropas con vehículos motorizados, podrán aprovechar al máximo las redes de carreteras y moverse mucho más rápidamente. También podrán transportar armamento de apoyo más pesado hasta la línea de combate. ;;;;;;;;;x
