##################################################;;;;;;;;;;;;;;x
# Regions ;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
drenthe_region;Drenthe;Drenthe;Drenthe;Drenthe;Drenthe;;;;;;;;;;;;;;x
overijssel_region;Overijssel;Overijssel;Overijssel;Overijssel;Overijssel;;;;;;;;;;;;;;x
gelderland_region;Gelderland;Gelderland;Gelderland;Gelderland;Gelderland;;;;;;;;;;;;;;x
limburg_region;Limburg;Limburg;Limburg;Limburg;Limburg;;;;;;;;;;;;;;x
north_brabant_region;Noord-Brabant;Noord-Brabant;Noord-Brabant;Noord-Brabant;Noord-Brabant;;;;;;;;;;;;;;x
zeeland_region;Zeeland;Zeeland;Zeeland;Zeeland;Zeeland;;;;;;;;;;;;;;x
south_holland_region;Zuid-Holland;Zuid-Holland;Zuid-Holland;Zuid-Holland;Zuid-Holland;;;;;;;;;;;;;;x
north_holland_region;Noord-Holland;Noord-Holland;Noord-Holland;Noord-Holland;Noord-Holland;;;;;;;;;;;;;;x
utrecht_region;Utrecht;Utrecht;Utrecht;Utrecht;Utrecht;;;;;;;;;;;;;;x
hovedstaden_region;Hovedstaden;Hovedstaden;Hovedstaden;Hovedstaden;Hovedstaden;;;;;;;;;;;;;;x
midtjylland_region;Midtjylland;Midtjylland;Midtjylland;Midtjylland;Midtjylland;;;;;;;;;;;;;;x
nordjylland_region;Nordjylland;Nordjylland;Nordjylland;Nordjylland;Nordjylland;;;;;;;;;;;;;;x
sjaelland_region;Sjaelland;Sjaelland;Sjaelland;Sjaelland;Sjaelland;;;;;;;;;;;;;;x
syddanmark_region;Syddanmark;Syddanmark;Syddanmark;Syddanmark;Syddanmark;;;;;;;;;;;;;;x
faroe_region;Faeroerne;Faeroerne;Faeroerne;Faeroerne;Faeroerne;;;;;;;;;;;;;;x
gronland_region;Gronland;Gronland;Gronland;Gronland;Gronland;;;;;;;;;;;;;;x
iceland_region;Island;Island;Island;Island;Island;;;;;;;;;;;;;;x
baden_region;Baden;Baden;Baden;Baden;Baden;;;;;;;;;;;;;;x
bayrische_ostmark_region;Bayrische Ostmark;Bayrische Ostmark;Bayrische Ostmark;Bayrische Ostmark;Bayrische Ostmark;;;;;;;;;;;;;;x
dusseldorf_region;Düsseldorf;Düsseldorf;Düsseldorf;Düsseldorf;Düsseldorf;;;;;;;;;;;;;;x
ostpreussen_region;Ostpreussen;Ostpreussen;Ostpreussen;Ostpreussen;Ostpreussen;;;;;;;;;;;;;;x
osthannover_region;Ost-Hannover;Ost-Hannover;Ost-Hannover;Ost-Hannover;Ost-Hannover;;;;;;;;;;;;;;x
kurhessen_region;Kurhessen;Kurhessen;Kurhessen;Kurhessen;Kurhessen;;;;;;;;;;;;;;x
koln_aachen_region;Köln-Aachen;Köln-Aachen;Köln-Aachen;Köln-Aachen;Köln-Aachen;;;;;;;;;;;;;;x
essen_region;Essen;Essen;Essen;Essen;Essen;;;;;;;;;;;;;;x
franken_region;Franken;Franken;Franken;Franken;Franken;;;;;;;;;;;;;;x
grossberlin_region;Gross-Berlin;Gross-Berlin;Gross-Berlin;Gross-Berlin;Gross-Berlin;;;;;;;;;;;;;;x
halle_merseburg_region;Halle-Merseburg;Halle-Merseburg;Halle-Merseburg;Halle-Merseburg;Halle-Merseburg;;;;;;;;;;;;;;x
hamburg_region;Hamburg;Hamburg;Hamburg;Hamburg;Hamburg;;;;;;;;;;;;;;x
hessen_nassau_region;Hessen-Nassau;Hessen-Nassau;Hessen-Nassau;Hessen-Nassau;Hessen-Nassau;;;;;;;;;;;;;;x
koblenz_trier_region;Koblenz-Trier;Koblenz-Trier;Koblenz-Trier;Koblenz-Trier;Koblenz-Trier;;;;;;;;;;;;;;x
magdeburg_anhalt_region;Magdeburg-Anhalt;Magdeburg-Anhalt;Magdeburg-Anhalt;Magdeburg-Anhalt;Magdeburg-Anhalt;;;;;;;;;;;;;;x
mainfranken_region;Mainfranken;Mainfranken;Mainfranken;Mainfranken;Mainfranken;;;;;;;;;;;;;;x
mark_brandenburg_region;Mark Brandenburg;Mark Brandenburg;Mark Brandenburg;Mark Brandenburg;Mark Brandenburg;;;;;;;;;;;;;;x
mecklenburg_region;Mecklenburg;Mecklenburg;Mecklenburg;Mecklenburg;Mecklenburg;;;;;;;;;;;;;;x
munchen_oberbayern_region;München-Oberbayern;München-Oberbayern;München-Oberbayern;München-Oberbayern;München-Oberbayern;;;;;;;;;;;;;;x
pommern_region;Pommern;Pommern;Pommern;Pommern;Pommern;;;;;;;;;;;;;;x
saarpfalz_region;Saarpfalz;Saarpfalz;Saarpfalz;Saarpfalz;Saarpfalz;;;;;;;;;;;;;;x
sachsen_region;Sachsen;Sachsen;Sachsen;Sachsen;Sachsen;;;;;;;;;;;;;;x
schleswig_holstein_region;Schleswig-Holstein;Schleswig-Holstein;Schleswig-Holstein;Schleswig-Holstein;Schleswig-Holstein;;;;;;;;;;;;;;x
sudhannover_braunschweig_region;Südhannover-Braunschweig;Südhannover-Braunschweig;Südhannover-Braunschweig;Südhannover-Braunschweig;Südhannover-Braunschweig;;;;;;;;;;;;;;x
schwaben_region;Schwaben;Schwaben;Schwaben;Schwaben;Schwaben;;;;;;;;;;;;;;x
thuringen_region;Thüringen;Schwaben;Schwaben;Schwaben;Schwaben;;;;;;;;;;;;;;x
schlesien_region;Schlesien;Schlesien;Schlesien;Schlesien;Schlesien;;;;;;;;;;;;;;x
weser_ems_region;Weser-Ems;Weser-Ems;Weser-Ems;Weser-Ems;Weser-Ems;;;;;;;;;;;;;;x
nordwestfalen_region;Westfalen-Nord;Westfalen-Nord;Westfalen-Nord;Westfalen-Nord;Westfalen-Nord;;;;;;;;;;;;;;x
sudwestfalen_region;Westfalen-Süd;Westfalen-Süd;Westfalen-Süd;Westfalen-Süd;Westfalen-Süd;;;;;;;;;;;;;;x
wurttemberg_hohenzollern_region;Württemberg-Hohenzollern;Württemberg-Hohenzollern;Württemberg-Hohenzollern;Württemberg-Hohenzollern;Württemberg-Hohenzollern;;;;;;;;;;;;;;x
ostschweiz_region;Ostschweiz;Ostschweiz;Ostschweiz;Ostschweiz;Ostschweiz;;;;;;;;;;;;;;x
zentralschweiz_region;Zentralschweiz;Zentralschweiz;Zentralschweiz;Zentralschweiz;Zentralschweiz;;;;;;;;;;;;;;x
zurich_region;Zurich;Zurich;Zurich;Zurich;Zurich;;;;;;;;;;;;;;x
nordwestschweiz_region;Nordwestschweiz;Nordwestschweiz;Nordwestschweiz;Nordwestschweiz;Nordwestschweiz;;;;;;;;;;;;;;x
ticino_region;Ticino;Ticino;Ticino;Ticino;Ticino;;;;;;;;;;;;;;x
espace_mittelland_region;Espace Mittelland;Espace Mittelland;Espace Mittelland;Espace Mittelland;Espace Mittelland;;;;;;;;;;;;;;x
geneva_region;Région lémaniquel;Région lémaniquel;Région lémaniquel;Région lémaniquel;Région lémaniquel;;;;;;;;;;;;;;x
burgenland_region;Burgenland;Burgenland;Burgenland;Burgenland;Burgenland;;;;;;;;;x
karnten_region;Kärnten;Kärnten;Kärnten;Kärnten;Kärnten;;;;;;;;;x
niederosterreich_region;Niederösterreich;Niederösterreich;Niederösterreich;Niederösterreich;Niederösterreich;;;;;;;;;x
oberosterreich_region;Oberösterreich;Oberösterreich;Oberösterreich;Oberösterreich;Oberösterreich;;;;;;;;;x
salzburg_region;Salzburg;Salzburg;Salzburg;Salzburg;Salzburg;;;;;;;;;x
steiermark_region;Steiermark;Steiermark;Steiermark;Steiermark;Steiermark;;;;;;;;;x
tirol_region;Tirol;Tirol;Tirol;Tirol;Tirol;;;;;;;;;x
vorarlberg_region;Vorarlberg;Vorarlberg;Vorarlberg;Vorarlberg;Vorarlberg;;;;;;;;;x
wien_region;Wien;Wien;Wien;Wien;Wien;;;;;;;;;x
washington_region;Washington;Washington;Washington;Washington;Washington;;;;;;;;;x
oregon_region;Oregon;Oregon;Oregon;Oregon;Oregon;;;;;;;;;x
california_region;California;California;California;California;California;;;;;;;;;x
nevada_region;Nevada;Nevada;Nevada;Nevada;Nevada;;;;;;;;;x
arizona_region;Arizona;Arizona;Arizona;Arizona;Arizona;;;;;;;;;x
utah_region;Utah;Utah;Utah;Utah;Utah;;;;;;;;;x
idaho_region;Idaho;Idaho;Idaho;Idaho;Idaho;;;;;;;;;x
montana_region;Montana;Montana;Montana;Montana;Montana;;;;;;;;;x
wyoming_region;Wyoming;Wyoming;Wyoming;Wyoming;Wyoming;;;;;;;;;x
colorado_region;Colorado;Colorado;Colorado;Colorado;Colorado;;;;;;;;;x
new_mexico_region;New Mexico;New Mexico;New Mexico;New Mexico;New Mexico;;;;;;;;;x
texas_region;Texas;Texas;Texas;Texas;Texas;;;;;;;;;x
oklahoma_region;Oklahoma;Oklahoma;Oklahoma;Oklahoma;Oklahoma;;;;;;;;;x
kansas_region;Kansas;Kansas;Kansas;Kansas;Kansas;;;;;;;;;x
nebraska_region;Nebraska;Nebraska;Nebraska;Nebraska;Nebraska;;;;;;;;;x
south_dakota_region;South Dakota;South Dakota;South Dakota;South Dakota;South Dakota;;;;;;;;;x
north_dakota_region;North Dakota;North Dakota;North Dakota;North Dakota;North Dakota;;;;;;;;;x
minnesota_region;Minnesota;Minnesota;Minnesota;Minnesota;Minnesota;;;;;;;;;x
iowa_region;Iowa;Iowa;Iowa;Iowa;Iowa;;;;;;;;;x
missouri_region;Missouri;Missouri;Missouri;Missouri;Missouri;;;;;;;;;x
arkansas_region;Arkansas;Arkansas;Arkansas;Arkansas;Arkansas;;;;;;;;;x
louisiana_region;Louisiana;Louisiana;Louisiana;Louisiana;Louisiana;;;;;;;;;x
mississippi_region;Mississippi;Mississippi;Mississippi;Mississippi;Mississippi;;;;;;;;;x
alabama_region;Alabama;Alabama;Alabama;Alabama;Alabama;;;;;;;;;x
tennesse_region;Tennesse;Tennesse;Tennesse;Tennesse;Tennesse;;;;;;;;;x
kentucky_region;Kentucky;Kentucky;Kentucky;Kentucky;Kentucky;;;;;;;;;x
illinois_region;Illinois;Illinois;Illinois;Illinois;Illinois;;;;;;;;;x
wisconsin_region;Wisconsin;Wisconsin;Wisconsin;Wisconsin;Wisconsin;;;;;;;;;x
michigan_region;Michigan;Michigan;Michigan;Michigan;Michigan;;;;;;;;;x
indiana_region;Indiana;Indiana;Indiana;Indiana;Indiana;;;;;;;;;x
ohio_region;Ohio;Ohio;Ohio;Ohio;Ohio;;;;;;;;;x
florida_region;Florida;Florida;Florida;Florida;Florida;;;;;;;;;x
georgia_region;Georgia;Georgia;Georgia;Georgia;Georgia;;;;;;;;;x
south_carolina_region;South Carolina;South Carolina;South Carolina;South Carolina;South Carolina;;;;;;;;;x
north_carolina_region;North Carolina;North Carolina;North Carolina;North Carolina;North Carolina;;;;;;;;;x
virginia_region;Virginia;Virginia;Virginia;Virginia;Virginia;;;;;;;;;x
west_virginia_region;West Virginia;West Virginia;West Virginia;West Virginia;West Virginia;;;;;;;;;x
mariland_region;Mariland;Mariland;Mariland;Mariland;Mariland;;;;;;;;;x
washington_dc_region;Washington D.C.;Washington D.C.;Washington D.C.;Washington D.C.;Washington D.C.;;;;;;;;;x
delaware_region;Delaware;Delaware;Delaware;Delaware;Delaware;;;;;;;;;x
pennsylvania_region;Pennsylvania;Pennsylvania;Pennsylvania;Pennsylvania;Pennsylvania;;;;;;;;;x
new_york_region;New York;New York;New York;New York;New York;;;;;;;;;x
new_jersey_region;New Jersey;New Jersey;New Jersey;New Jersey;New Jersey;;;;;;;;;x
connecticut_region;Connecticut;Connecticut;Connecticut;Connecticut;Connecticut;;;;;;;;;x
rhode_island_region;Rhode Island;Rhode Island;Rhode Island;Rhode Island;Rhode Island;;;;;;;;;x
massachusetts_region;Massachusetts;Massachusetts;Massachusetts;Massachusetts;Massachusetts;;;;;;;;;x
vermont_region;Vermont;Vermont;Vermont;Vermont;Vermont;;;;;;;;;x
new_hampshire_region;New Hampshire;New Hampshire;New Hampshire;New Hampshire;New Hampshire;;;;;;;;;x
maine_region;Maine;Maine;Maine;Maine;Maine;;;;;;;;;x
alaska_region;Alaska;Alaska;Alaska;Alaska;Alaska;;;;;;;;;x
guangdong_region;Guangdong;Guangdong;Guangdong;Guangdong;Guangdong;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shanxi_region;Shanxi;Shanxi;Shanxi;Shanxi;Shanxi;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yunnan_region;Yunnan;Yunnan;Yunnan;Yunnan;Yunnan;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guangxi_region;Guangxi;Guangxi;Guangxi;Guangxi;Guangxi;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xikang_region;Xikang;Xikang;Xikang;Xikang;Xikang;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gansu_region;Gansu;Gansu;Gansu;Gansu;Gansu;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qinghai_region;Qinghai;Qinghai;Qinghai;Qinghai;Qinghai;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ningxia_region;Ningxia;Ningxia;Ningxia;Ningxia;Ningxia;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chahar_region;Chahar;Chahar;Chahar;Chahar;Chahar;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suiyuan_region;Suiyuan;Suiyuan;Suiyuan;Suiyuan;Suiyuan;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sichuan_region;Sichuan;Sichuan;Sichuan;Sichuan;Sichuan;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guizhou_region;Guizhou;Guizhou;Guizhou;Guizhou;Guizhou;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shaanxi_region;Shaanxi;Shaanxi;Shaanxi;Shaanxi;Shaanxi;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_hebei_region;East Hebei;East Hebei;East Hebei;East Hebei;East Hebei;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hebei_region;Hebei;Hebei;Hebei;Hebei;Hebei;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shandong_region;Shandong;Shandong;Shandong;Shandong;Shandong;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fujian_region;Fujian;Fujian;Fujian;Fujian;Fujian;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hunan_region;Hunan;Hunan;Hunan;Hunan;Hunan;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jiangsu_region;Jiangsu;Jiangsu;Jiangsu;Jiangsu;Jiangsu;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jiangxi_region;Jiangxi;Jiangxi;Jiangxi;Jiangxi;Jiangxi;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chekiang_region;Zhejiang;Zhejiang;Zhejiang;Zhejiang;Zhejiang;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anhui_region;Anhui;Anhui;Anhui;Anhui;Anhui;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
henan_region;Henan;Henan;Henan;Henan;Henan;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hubei_region;Hubei;Hubei;Hubei;Hubei;Hubei;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xinjiang_region;Xinjiang;Xinjiang;Xinjiang;Xinjiang;Xinjiang;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kham_region;Kham;Kham;Kham;Kham;Kham;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
utang_region;Ü-Tsang;Ü-Tsang;Ü-Tsang;Ü-Tsang;Ü-Tsang;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rehe_region;Rehe;Rehe;Rehe;Rehe;Rehe;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liaonning_region;Liaonning;Liaonning;Liaonning;Liaonning;Liaonning;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andong_region;Andong;Andong;Andong;Andong;Andong;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nenjiang_region;Nenjiang;Nenjiang;Nenjiang;Nenjiang;Nenjiang;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xingan_region;Xing'an;Xing'an;Xing'an;Xing'an;Xing'an;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jilin_region;Jilin;Jilin;Jilin;Jilin;Jilin;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heilongjiang_region;Heilongjiang;Heilongjiang;Heilongjiang;Heilongjiang;Heilongjiang;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jiandao_region;Jiandao;Jiandao;Jiandao;Jiandao;Jiandao;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heihe_region;Heihe;heihe_regionheihe_regionheihe_regionheihe_region;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
songjiang_region;Songjiang;Songjiang;Songjiang;Songjiang;Songjiang;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fengtian_region;Fengtian;Fengtian;Fengtian;Fengtian;Fengtian;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taiwan_region;Taiwan;Taiwan;Taiwan;Taiwan;Taiwan;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hokkaido_region;Hokkaido;Hokkaido;Hokkaido;Hokkaido;Hokkaido;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tohoku_region;Tohoku;Tohoku;Tohoku;Tohoku;Tohoku;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kanto_region;Kanto;Kanto;Kanto;Kanto;Kanto;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shikoku_region;Shikoku;Shikoku;Shikoku;Shikoku;Shikoku;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kyushu_region;Kyushu;Kyushu;Kyushu;Kyushu;Kyushu;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karafuto_region;Karafuto;Karafuto;Karafuto;Karafuto;Karafuto;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kansai_region;Kansai;Kansai;Kansai;Kansai;Kansai;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chubu_region;Chubu;Chubu;Chubu;Chubu;Chubu;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chugoku_region;Chugoku;Chugoku;Chugoku;Chugoku;Chugoku;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saipan_region;Saipan;Saipan;Saipan;Saipan;Saipan;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
palau_region;Palau;Palau;Palau;Palau;Palau;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yap_region;Yap;Yap;Yap;Yap;Yap;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
truk_region;Truk;Truk;Truk;Truk;Truk;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ponape_region;Ponape;Ponape;Ponape;Ponape;Ponape;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jaluit_region;Jaluit Atoll;Jaluit Atoll;Jaluit Atoll;Jaluit Atoll;Jaluit Atoll;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keikido_region;Keikido;Keikido;Keikido;Keikido;Keikido;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
