##################################################;;;;;;;;;;;;;;x
# Regions ;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
tiszantul_region;Tiszántúl;Tiszántúl;Tiszántúl;Tiszántúl;Tiszántúl;;;;;;;;;;;;;;x
Finnmark_region;Finnmark;Finnmark;Finnmark;Finnmark;Finnmark;;;;;;;;;;;;;;x
Troms_region;Troms;Troms;Troms;Troms;Troms;;;;;;;;;;;;;;x
Nordland_region;Nordland;Nordland;Nordland;Nordland;Nordland;;;;;;;;;;;;;;x
Nord_Trøndelag_region;Nord Trøndelag;Nord Trøndelag;Nord Trøndelag;Nord Trøndelag;Nord Trøndelag;;;;;;;;;;;;;;x
Sør_Trøndelag_region;Sør Trøndelag;Sør Trøndelag;Sør Trøndelag;Sør Trøndelag;Sør Trøndelag;;;;;;;;;;;;;;x
Møre_og_Romsdal_region;Møre og Romsdal;Møre og Romsdal;Møre og Romsdal;Møre og Romsdal;Møre og Romsdal;;;;;;;;;;;;;;x
Sogn_og_Fjordane_region;Sogn og Fjordane;Sogn og Fjordane;Sogn og Fjordane;Sogn og Fjordane;Sogn og Fjordane;;;;;;;;;;;;;;x
Hordaland_region;Hordaland;Hordaland;Hordaland;Hordaland;Hordaland;;;;;;;;;;;;;;x
Rogaland_region;Rogaland;Rogaland;Rogaland;Rogaland;Rogaland;;;;;;;;;;;;;;x
Vest_Agder_region;Vest-Agder;Vest-Agder;Vest-Agder;Vest-Agder;Vest-Agder;;;;;;;;;;;;;;x
Aust_Agder_region;Aust-Agder;Aust-Agder;Aust-Agder;Aust-Agder;Aust-Agder;;;;;;;;;;;;;;x
Telemark_region;Telemark;Telemark;Telemark;Telemark;Telemark;;;;;;;;;;;;;;x
Buskerud_region;Buskerud;Buskerud;Buskerud;Buskerud;Buskerud;;;;;;;;;;;;;;x
Hedmark_region;Hedmark;Hedmark;Hedmark;Hedmark;Hedmark;;;;;;;;;;;;;;x
Oppland_region;Oppland;Oppland;Oppland;Oppland;Oppland;;;;;;;;;;;;;;x
Akershus_region;Akershus;Akershus;Akershus;Akershus;Akershus;;;;;;;;;;;;;;x
Oslo_region;Oslo;Oslo;Oslo;Oslo;Oslo;;;;;;;;;;;;;;x
Vestfold_region;Vestfold;Vestfold;Vestfold;Vestfold;Vestfold;;;;;;;;;;;;;;x
ostfold_region;Østfold;Østfold;Østfold;Østfold;Østfold;;;;;;;;;;;;;;x
turku_region;Turun ja Porin lääni;Turun ja Porin lääni;Turun ja Porin lääni;Turun ja Porin lääni;Turun ja Porin lääni;;;;;;;;;;;;;;x
uusimaa_region;Uudenmaan lääni;Uudenmaan lääni;Uudenmaan lääni;Uudenmaan lääni;Uudenmaan lääni;;;;;;;;;;;;;;x
tavastia_region;Hämeen lääni;Hämeen lääni;Hämeen lääni;Hämeen lääni;Hämeen lääni;;;;;;;;;;;;;;x
vaasa_region;Vaasan lääni;Vaasan lääni;Vaasan lääni;Vaasan lääni;Vaasan lääni;;;;;;;;;;;;;;x
mikkeli_region;Mikkelin lääni;Mikkelin lääni;Mikkelin lääni;Mikkelin lääni;Mikkelin lääni;;;;;;;;;;;;;;x
kuopio_region;Kuopion lääni;Kuopion lääni;Kuopion lääni;Kuopion lääni;Kuopion lääni;;;;;;;;;;;;;;x
oulu_region;Oolun lääni;Oolun lääni;Oolun lääni;Oolun lääni;Oolun lääni;;;;;;;;;;;;;;x
lapland_region;Lapin lääni;Lapin lääni;Lapin lääni;Lapin lääni;Lapin lääni;;;;;;;;;;;;;;x
aland_region;Ahvenanmaan maakunta ja lääni;Ahvenanmaan maakunta ja lääni;Ahvenanmaan maakunta ja lääni;Ahvenanmaan maakunta ja lääni;Ahvenanmaan maakunta ja lääni;;;;;;;;;;;;;;x
viipuri_region;Viipurin lääni;Viipurin lääni;Viipurin lääni;Viipurin lääni;Viipurin lääni;;;;;;;;;;;;;;x
tallinn_region;Tallinn;Tallinn;Tallinn;Tallinn;Tallinn;;;;;;;;;;;;;;x
north_estonia_region;North Estonia;North Estonia;North Estonia;North Estonia;North Estonia;;;;;;;;;;;;;;x
south_estonia_region;South Estonia;South Estonia;South Estonia;South Estonia;South Estonia;;;;;;;;;;;;;;x
west_estonia_region;West Estonia;West Estonia;West Estonia;West Estonia;West Estonia;;;;;;;;;;;;;;x
riga_region;Rigas planošanas regions;Rigas planošanas regions;Rigas planošanas regions;Rigas planošanas regions;Rigas planošanas regions;;;;;;;;;;;;;;x
kurzeme_region;Kurzemes planošanas regions;Kurzemes planošanas regions;Kurzemes planošanas regions;Kurzemes planošanas regions;Kurzemes planošanas regions;;;;;;;;;;;;;;x
latgale_region;Latgales planošanas regions;Latgales planošanas regions;Latgales planošanas regions;Latgales planošanas regions;Latgales planošanas regions;;;;;;;;;;;;;;x
zemgale_region;Zemgales planošanas regions;Zemgales planošanas regions;Zemgales planošanas regions;Zemgales planošanas regions;Zemgales planošanas regions;;;;;;;;;;;;;;x
vidzeme_region;Vidzemes planošanas regions;Vidzemes planošanas regions;Vidzemes planošanas regions;Vidzemes planošanas regions;Vidzemes planošanas regions;;;;;;;;;;;;;;x
samogitia_region;Zemaitija;Zemaitija;Zemaitija;Zemaitija;Zemaitija;;;;;;;;;;;;;;x
austaitija_region;Aukstaitija;Aukstaitija;Aukstaitija;Aukstaitija;Aukstaitija;;;;;;;;;;;;;;x
dzukija_region;Dzukija;Dzukija;Dzukija;Dzukija;Dzukija;;;;;;;;;;;;;;x
suvalkija_region;Suvalkija;Suvalkija;Suvalkija;Suvalkija;Suvalkija;;;;;;;;;;;;;;x
mazoji_lietuva_region;Mazoji Lietuva;Mazoji Lietuva;Mazoji Lietuva;Mazoji Lietuva;Mazoji Lietuva;;;;;;;;;;;;;;x
northern_ireland_region;Northern Ireland;Northern Ireland;Northern Ireland;Northern Ireland;Northern Ireland;;;;;;;;;;;;;;x
wales_region;Wales;Wales;Wales;Wales;Wales;;;;;;;;;;;;;;x
scotland_region;Scotland;Scotland;Scotland;Scotland;Scotland;;;;;;;;;;;;;;x
southwest_england_region;Southwest England;Southwest England;Southwest England;Southwest England;Southwest England;;;;;;;;;;;;;;x
southeast_england_region;Southeast England;Southeast England;Southeast England;Southeast England;Southeast England;;;;;;;;;;;;;;x
west_midlands_region;West Midlands;West Midlands;West Midlands;West Midlands;West Midlands;;;;;;;;;;;;;;x
east_midlands_region;East Midlands;East Midlands;East Midlands;East Midlands;East Midlands;;;;;;;;;;;;;;x
east_england_region;East England;East England;East England;East England;East England;;;;;;;;;;;;;;x
london_region;London;London;London;London;London;;;;;;;;;;;;;;x
yorkshire_region;Yorkshire and the Humber;Yorkshire and the Humber;Yorkshire and the Humber;Yorkshire and the Humber;Yorkshire and the Humber;;;;;;;;;;;;;;x
northwest_england_region;Northwest England;Northwest England;Northwest England;Northwest England;Northwest England;;;;;;;;;;;;;;x
northeast_england_region;Northeast England;Northeast England;Northeast England;Northeast England;Northeast England;;;;;;;;;;;;;;x
crown_possessions_region;Crown Dependencies;Crown Dependencies;Crown Dependencies;Crown Dependencies;Crown Dependencies;;;;;;;;;;;;;;x
galicia_region;Galicia;Galicia;Galicia;Galicia;Galicia;;;;;;;;;;;;;;x
asturias_region;Pricnipado de Asturias;Pricnipado de Asturias;Pricnipado de Asturias;Pricnipado de Asturias;Pricnipado de Asturias;;;;;;;;;;;;;;x
cantabria_region;Cantabria;Cantabria;Cantabria;Cantabria;Cantabria;;;;;;;;;;;;;;x
basque_region;Pais Vasco;Pais Vasco;Pais Vasco;Pais Vasco;Pais Vasco;;;;;;;;;;;;;;x
navarre_region;Navarra;Navarra;Navarra;Navarra;Navarra;;;;;;;;;;;;;;x
aragon_region;Aragón;Aragón;Aragón;Aragón;Aragón;;;;;;;;;;;;;;x
catalonia_region;Cataluña;Cataluña;Cataluña;Cataluña;Cataluña;;;;;;;;;;;;;;x
valencia_region;Comunidad Valencia;Comunidad Valencia;Comunidad Valencia;Comunidad Valencia;Comunidad Valencia;;;;;;;;;;;;;;x
murcia_region;Región de Murcia;Región de Murcia;Región de Murcia;Región de Murcia;Región de Murcia;;;;;;;;;;;;;;x
andalusia_region;Andalucía;Andalucía;Andalucía;Andalucía;Andalucía;;;;;;;;;;;;;;x
extremadura_region;Extremadura;Extremadura;Extremadura;Extremadura;Extremadura;;;;;;;;;;;;;;x
castile_leon_region;Casitlla y León;Casitlla y León;Casitlla y León;Casitlla y León;Casitlla y León;;;;;;;;;;;;;;x
la_rioja_region;La Rioja;La Rioja;La Rioja;La Rioja;La Rioja;;;;;;;;;;;;;;x
madrid_region;Comunidad de Madrid;Comunidad de Madrid;Comunidad de Madrid;Comunidad de Madrid;Comunidad de Madrid;;;;;;;;;;;;;;x
castile_la_mancha_region;Castilla-La Mancha;Castilla-La Mancha;Castilla-La Mancha;Castilla-La Mancha;Castilla-La Mancha;;;;;;;;;;;;;;x
belearic_islands_region;Islas Baleares;Islas Baleares;Islas Baleares;Islas Baleares;Islas Baleares;;;;;;;;;;;;;;x
canary_islands_region;Islas Canarias;Islas Canarias;Islas Canarias;Islas Canarias;Islas Canarias;;;;;;;;;;;;;;x
leinster_region;Leinster;Leinster;Leinster;Leinster;Leinster;;;;;;;;;;;;;;x
munster_region;Munster;Munster;Munster;Munster;Munster;;;;;;;;;;;;;;x
connacht_region;Connacht;Connacht;Connacht;Connacht;Connacht;;;;;;;;;;;;;;x
ulster_region;Ulster;Ulster;Ulster;Ulster;Ulster;;;;;;;;;;;;;;x
minho_region;Minho;Minho;Minho;Minho;Minho;;;;;;;;;;;;;;x
dourol_litoral_region;Duorol Litoral;Duorol Litoral;Duorol Litoral;Duorol Litoral;Duorol Litoral;;;;;;;;;;;;;;x
beira_litoral_region;Beira Litoral;Beira Litoral;Beira Litoral;Beira Litoral;Beira Litoral;;;;;;;;;;;;;;x
estremadura_region;Estremadura;Estremadura;Estremadura;Estremadura;Estremadura;;;;;;;;;;;;;;x
ribatejo_region;Ribatejo;Ribatejo;Ribatejo;Ribatejo;Ribatejo;;;;;;;;;;;;;;x
alto_alentejo_region;Alto Alentejo;Alto Alentejo;Alto Alentejo;Alto Alentejo;Alto Alentejo;;;;;;;;;;;;;;x
baixo_alentejo_region;Baixo Alentejo;Baixo Alentejo;Baixo Alentejo;Baixo Alentejo;Baixo Alentejo;;;;;;;;;;;;;;x
algarve_region;Algarve;Algarve;Algarve;Algarve;Algarve;;;;;;;;;;;;;;x
beira_baixa_region;Beira Baixo;Beira Baixo;Beira Baixo;Beira Baixo;Beira Baixo;;;;;;;;;;;;;;x
beira_alta_region;Beira Alta;Beira Alta;Beira Alta;Beira Alta;Beira Alta;;;;;;;;;;;;;;x
tras_os_montes_e_alto_douro_region;Trás-os-Montes e Alto Douro;Trás-os-Montes e Alto Douro;Trás-os-Montes e Alto Douro;Trás-os-Montes e Alto Douro;Trás-os-Montes e Alto Douro;;;;;;;;;;;;;;x
azores__region;Açores;Açores;Açores;Açores;Açores;;;;;;;;;;;;;;x
madeira_region;Madeira;Madeira;Madeira;Madeira;Madeira;;;;;;;;;;;;;;x
rif_region;Rif;Rif;Rif;Rif;Rif;;;;;;;;;;;;;;x
western_sahara_region;Rio de Oro;Rio de Oro;Rio de Oro;Rio de Oro;Rio de Oro;;;;;;;;;;;;;;x
wollonia_region;Wallonie;Wallonie;Wallonie;Wallonie;Wallonie;;;;;;;;;;;;;;x
flanders_region;Vlaanderen;Vlaanderen;Vlaanderen;Vlaanderen;Vlaanderen;;;;;;;;;;;;;;x
tunisia_region;Tunisia;Tunisia;Tunisia;Tunisia;Tunisia;;;;;;;;;;;;;;x
algiers_region;Algiers;Algiers;Algiers;Algiers;Algiers;;;;;;;;;;;;;;x
bone_region;Bône;Bône;Bône;Bône;Bône;;;;;;;;;;;;;;x
batna_region;Batna;Batna;Batna;Batna;Batna;;;;;;;;;;;;;;x
constantine_region;Constantine;Constantine;Constantine;Constantine;Constantine;;;;;;;;;;;;;;x
orleansville_region;Orléansville;Orléansville;Orléansville;Orléansville;Orléansville;;;;;;;;;;;;;;x
algeria_oasis_region;Oasis;Oasis;Oasis;Oasis;Oasis;;;;;;;;;;;;;;x
medea_region;Médéa;Médéa;Médéa;Médéa;Médéa;;;;;;;;;;;;;;x
mostaganem_region;Mostaganem;Mostaganem;Mostaganem;Mostaganem;Mostaganem;;;;;;;;;;;;;;x
oran_region;Oran;Oran;Oran;Oran;Oran;;;;;;;;;;;;;;x
saida_region;Saïda;Saïda;Saïda;Saïda;Saïda;;;;;;;;;;;;;;x
saoura_region;Saoura;Saoura;Saoura;Saoura;Saoura;;;;;;;;;;;;;;x
setif_region;Sétif;Sétif;Sétif;Sétif;Sétif;;;;;;;;;;;;;;x
tiaret_region;Tiaret;Tiaret;Tiaret;Tiaret;Tiaret;;;;;;;;;;;;;;x
tizi_ouzou_region;Tizi-Ouzou;Tizi-Ouzou;Tizi-Ouzou;Tizi-Ouzou;Tizi-Ouzou;;;;;;;;;;;;;;x
tlemcen_region;Tlemcen;Tlemcen;Tlemcen;Tlemcen;Tlemcen;;;;;;;;;;;;;;x
alsace_region;Alsace;Lorraine;Lorraine;Lorraine;Lorraine;;;;;;;;;;;;;;x
lorraine_region;Lorraine;Lorraine;Lorraine;Lorraine;Lorraine;;;;;;;;;;;;;;x
franche_comte_region;Franche-Comte;Franche-Comte;Franche-Comte;Franche-Comte;Franche-Comte;;;;;;;;;;;;;;x
champagne_ardenne_region;Champagne-Ardenne;Champagne-Ardenne;Champagne-Ardenne;Champagne-Ardenne;Champagne-Ardenne;;;;;;;;;;;;;;x
nord_pas_de_calais_region;Nord-Pas-de-Calais;Nord-Pas-de-Calais;Nord-Pas-de-Calais;Nord-Pas-de-Calais;Nord-Pas-de-Calais;;;;;;;;;;;;;;x
picardie_region;Picardie;Picardie;Picardie;Picardie;Picardie;;;;;;;;;;;;;;x
haute_normandie_region;Haute-Normandie;Haute-Normandie;Haute-Normandie;Haute-Normandie;Haute-Normandie;;;;;;;;;;;;;;x
basse_normandie_region;Basse-Normandie;Basse-Normandie;Basse-Normandie;Basse-Normandie;Basse-Normandie;;;;;;;;;;;;;;x
bretagne_region;Bretagne;Pays del la Loire;Pays del la Loire;Pays del la Loire;Pays del la Loire;;;;;;;;;;;;;;x
pays_de_la_loire_region;Pays del la Loire;Pays del la Loire;Pays del la Loire;Pays del la Loire;Pays del la Loire;;;;;;;;;;;;;;x
ile_de_france_region;Ile-de-France;Ile-de-France;Ile-de-France;Ile-de-France;Ile-de-France;;;;;;;;;;;;;;x
centre_region;Centre;Centre;Centre;Centre;Centre;;;;;;;;;;;;;;x
bourgogne_region;Bourgogne;Bourgogne;Bourgogne;Bourgogne;Bourgogne;;;;;;;;;;;;;;x
poitou_charentes_region;Poitou-Charentes;Poitou-Charentes;Poitou-Charentes;Poitou-Charentes;Poitou-Charentes;;;;;;;;;;;;;;x
aquitaine_region;Aquitaine;Aquitaine;Aquitaine;Aquitaine;Aquitaine;;;;;;;;;;;;;;x
midi_pyrenees_region;Midi-Pyrenees;Midi-Pyrenees;Midi-Pyrenees;Midi-Pyrenees;Midi-Pyrenees;;;;;;;;;;;;;;x
limousin_region;Limousin;Limousin;Limousin;Limousin;Limousin;;;;;;;;;;;;;;x
auvergne_region;Auvergne;Auvergne;Auvergne;Auvergne;Auvergne;;;;;;;;;;;;;;x
rhone_alpes_region;Rhone-Alpes;Rhone-Alpes;Rhone-Alpes;Rhone-Alpes;Rhone-Alpes;;;;;;;;;;;;;;x
langeudoc_roussillon_region;Languedoc-Roussillon;Languedoc-Roussillon;Languedoc-Roussillon;Languedoc-Roussillon;Languedoc-Roussillon;;;;;;;;;;;;;;x
provence_alpes_cotedazur_region;Provence-Alpes-Cote d'Azur;Provence-Alpes-Cote d'Azur;Provence-Alpes-Cote d'Azur;Provence-Alpes-Cote d'Azur;Provence-Alpes-Cote d'Azur;;;;;;;;;;;;;;x
corse_region;Corse;Corse;Corse;Corse;Corse;;;;;;;;;;;;;;x
bialostockie_region;Bialostockie;Bialostockie;Bialostockie;Bialostockie;Bialostockie;;;;;;;;;;;;;;x
kieleckie_region;Kieleckie;Kieleckie;Kieleckie;Kieleckie;Kieleckie;;;;;;;;;;;;;;x
krakowskie_region;Krakowskie;Krakowskie;Krakowskie;Krakowskie;Krakowskie;;;;;;;;;;;;;;x
lubelskie_region;Lubelskie;Lubelskie;Lubelskie;Lubelskie;Lubelskie;;;;;;;;;;;;;;x
lwowskie_region;Lwowskie;Lwowskie;Lwowskie;Lwowskie;Lwowskie;;;;;;;;;;;;;;x
lodzkie_region;Lodzkie;Lodzkie;Lodzkie;Lodzkie;Lodzkie;;;;;;;;;;;;;;x
nowogrodzkie_region;Nowogrodzkie;Nowogrodzkie;Nowogrodzkie;Nowogrodzkie;Nowogrodzkie;;;;;;;;;;;;;;x
poleskie_region;Poleskie;Poleskie;Poleskie;Poleskie;Poleskie;;;;;;;;;;;;;;x
pomorskie_region;Pomorskie;Pomorskie;Pomorskie;Pomorskie;Pomorskie;;;;;;;;;;;;;;x
poznanskie_region;Poznanskie;Poznanskie;Poznanskie;Poznanskie;Poznanskie;;;;;;;;;;;;;;x
stanislawowskie_region;Stanislawowskie;Stanislawowskie;Stanislawowskie;Stanislawowskie;Stanislawowskie;;;;;;;;;;;;;;x
slaskie_region;Slaskie;Slaskie;Slaskie;Slaskie;Slaskie;;;;;;;;;;;;;;x
tarnopolskie_region;Tarnopolskie;Tarnopolskie;Tarnopolskie;Tarnopolskie;Tarnopolskie;;;;;;;;;;;;;;x
warszawskie_region;Warszawskie;Warszawskie;Warszawskie;Warszawskie;Warszawskie;;;;;;;;;;;;;;x
wilenskie_region;Wilenskie;Wilenskie;Wilenskie;Wilenskie;Wilenskie;;;;;;;;;;;;;;x
wolynskie_region;Wolynskie;Wolynskie;Wolynskie;Wolynskie;Wolynskie;;;;;;;;;;;;;;x
bohemia_region;Cechy;Cechy;Cechy;Cechy;Cechy;;;;;;;;;;;;;;x
moravia_region;Morava;Morava;Morava;Morava;Morava;;;;;;;;;;;;;;x
gronningen_region;Groningen;Groningen;Groningen;Groningen;Groningen;;;;;;;;;;;;;;x
friesland_region;Friesland;Friesland;Friesland;Friesland;Friesland;;;;;;;;;;;;;;x
drenthe_region;Drenthe;Drenthe;Drenthe;Drenthe;Drenthe;;;;;;;;;;;;;;x
overijssel_region;Overijssel;Overijssel;Overijssel;Overijssel;Overijssel;;;;;;;;;;;;;;x
gelderland_region;Gelderland;Gelderland;Gelderland;Gelderland;Gelderland;;;;;;;;;;;;;;x
limburg_region;Limburg;Limburg;Limburg;Limburg;Limburg;;;;;;;;;;;;;;x
north_brabant_region;Noord-Brabant;Noord-Brabant;Noord-Brabant;Noord-Brabant;Noord-Brabant;;;;;;;;;;;;;;x
zeeland_region;Zeeland;Zeeland;Zeeland;Zeeland;Zeeland;;;;;;;;;;;;;;x
south_holland_region;Zuid-Holland;Zuid-Holland;Zuid-Holland;Zuid-Holland;Zuid-Holland;;;;;;;;;;;;;;x
north_holland_region;Noord-Holland;Noord-Holland;Noord-Holland;Noord-Holland;Noord-Holland;;;;;;;;;;;;;;x
utrecht_region;Utrecht;Utrecht;Utrecht;Utrecht;Utrecht;;;;;;;;;;;;;;x
hovedstaden_region;Hovedstaden;Hovedstaden;Hovedstaden;Hovedstaden;Hovedstaden;;;;;;;;;;;;;;x
midtjylland_region;Midtjylland;Midtjylland;Midtjylland;Midtjylland;Midtjylland;;;;;;;;;;;;;;x
nordjylland_region;Nordjylland;Nordjylland;Nordjylland;Nordjylland;Nordjylland;;;;;;;;;;;;;;x
sjaelland_region;Sjaelland;Sjaelland;Sjaelland;Sjaelland;Sjaelland;;;;;;;;;;;;;;x
syddanmark_region;Syddanmark;Syddanmark;Syddanmark;Syddanmark;Syddanmark;;;;;;;;;;;;;;x
faroe_region;Faeroerne;Faeroerne;Faeroerne;Faeroerne;Faeroerne;;;;;;;;;;;;;;x
gronland_region;Gronland;Gronland;Gronland;Gronland;Gronland;;;;;;;;;;;;;;x
iceland_region;Island;Island;Island;Island;Island;;;;;;;;;;;;;;x
baden_region;Baden;Baden;Baden;Baden;Baden;;;;;;;;;;;;;;x
bayrische_ostmark_region;Bayrische Ostmark;Bayrische Ostmark;Bayrische Ostmark;Bayrische Ostmark;Bayrische Ostmark;;;;;;;;;;;;;;x
dusseldorf_region;Düsseldorf;Düsseldorf;Düsseldorf;Düsseldorf;Düsseldorf;;;;;;;;;;;;;;x
ostpreussen_region;Ostpreussen;Ostpreussen;Ostpreussen;Ostpreussen;Ostpreussen;;;;;;;;;;;;;;x
osthannover_region;Ost-Hannover;Ost-Hannover;Ost-Hannover;Ost-Hannover;Ost-Hannover;;;;;;;;;;;;;;x
kurhessen_region;Kurhessen;Kurhessen;Kurhessen;Kurhessen;Kurhessen;;;;;;;;;;;;;;x
koln_aachen_region;Köln-Aachen;Köln-Aachen;Köln-Aachen;Köln-Aachen;Köln-Aachen;;;;;;;;;;;;;;x
essen_region;Essen;Essen;Essen;Essen;Essen;;;;;;;;;;;;;;x
franken_region;Franken;Franken;Franken;Franken;Franken;;;;;;;;;;;;;;x
grossberlin_region;Gross-Berlin;Gross-Berlin;Gross-Berlin;Gross-Berlin;Gross-Berlin;;;;;;;;;;;;;;x
halle_merseburg_region;Halle-Merseburg;Halle-Merseburg;Halle-Merseburg;Halle-Merseburg;Halle-Merseburg;;;;;;;;;;;;;;x
hamburg_region;Hamburg;Hamburg;Hamburg;Hamburg;Hamburg;;;;;;;;;;;;;;x
hessen_nassau_region;Hessen-Nassau;Hessen-Nassau;Hessen-Nassau;Hessen-Nassau;Hessen-Nassau;;;;;;;;;;;;;;x
koblenz_trier_region;Koblenz-Trier;Koblenz-Trier;Koblenz-Trier;Koblenz-Trier;Koblenz-Trier;;;;;;;;;;;;;;x
magdeburg_anhalt_region;Magdeburg-Anhalt;Magdeburg-Anhalt;Magdeburg-Anhalt;Magdeburg-Anhalt;Magdeburg-Anhalt;;;;;;;;;;;;;;x
mainfranken_region;Mainfranken;Mainfranken;Mainfranken;Mainfranken;Mainfranken;;;;;;;;;;;;;;x
mark_brandenburg_region;Mark Brandenburg;Mark Brandenburg;Mark Brandenburg;Mark Brandenburg;Mark Brandenburg;;;;;;;;;;;;;;x
mecklenburg_region;Mecklenburg;Mecklenburg;Mecklenburg;Mecklenburg;Mecklenburg;;;;;;;;;;;;;;x
munchen_oberbayern_region;München-Oberbayern;München-Oberbayern;München-Oberbayern;München-Oberbayern;München-Oberbayern;;;;;;;;;;;;;;x
pommern_region;Pommern;Pommern;Pommern;Pommern;Pommern;;;;;;;;;;;;;;x
saarpfalz_region;Saarpfalz;Saarpfalz;Saarpfalz;Saarpfalz;Saarpfalz;;;;;;;;;;;;;;x
sachsen_region;Sachsen;Sachsen;Sachsen;Sachsen;Sachsen;;;;;;;;;;;;;;x
schleswig_holstein_region;Schleswig-Holstein;Schleswig-Holstein;Schleswig-Holstein;Schleswig-Holstein;Schleswig-Holstein;;;;;;;;;;;;;;x
