AST_transport_plane_3;Douglas C-47 Dakota;;;;;;;;;;;;;x
AST_transport_plane_10;Australian Demon / de Havilland Australia DHA.89 Dragon Rapide;;;;;;;;;;;;;x
AST_transport_plane_11;Escorted Avro 652 Anson;;;;;;;;;;;;;x
AST_transport_plane_12;Lockheed P-38 Lightning / Lockheed C-56 Lodestar;;;;;;;;;;;;;x
AST_transport_plane_13;CAC CA-18 Mustang / Douglas C-47 Dakota;;;;;;;;;;;;;x
AST_cag_0;Fairey Flycatcher / Blackburn T.5 Ripon;;;;;;;;;;;;;x
AST_cag_1;Hawker Nimrod / Fairey Swordfish;;;;;;;;;;;;;x
AST_cag_2;Fairey Fulmar / Blackburn B-25 Roc / B-24 Skua;;;;;;;;;;;;;x
AST_cag_3;Supermarine Seafire / Fairey Albacore;;;;;;;;;;;;;x
AST_cag_4;Fairey Firefly / Fairey Barracuda;;;;;;;;;;;;;x
AST_cag_5;Hawker Sea Fury / Supermarine Seafang / Fairey Spearfish;;;;;;;;;;;;;x
AST_cag_6;Hawker Sea Hawk / Supermarine Attacker / Short SA.1 Sturgeon;;;;;;;;;;;;;x
AST_cag_7;de Havilland Australia DHA.116 Sea Venom / Supermarine Swift / Fairey Gannet;;;;;;;;;;;;;x
AST_destroyer_0;Parramatta-class;;;;;;;;;;;;;x
AST_destroyer_1;Vendetta & Voyager-class;;;;;;;;;;;;;x
AST_destroyer_7;Arunta-class;;;;;;;;;;;;;x
AST_destroyer_8;Napier-class;;;;;;;;;;;;;x
AST_destroyer_9;Quiberon-class;;;;;;;;;;;;;x
AST_destroyer_10;Tobruk-class;;;;;;;;;;;;;x
AST_destroyer_11;Voyager-class;;;;;;;;;;;;;x
AST_light_cruiser_0;Adelaide-class;;;;;;;;;;;;;x
AST_light_cruiser_5;Perth-class;;;;;;;;;;;;;x
AST_light_cruiser_10;Design 1944;;;;;;;;;;;;;x
AST_heavy_cruiser_2;Cockatoo Design;;;;;;;;;;;;;x
AST_heavy_cruiser_4;Canberra-class;;;;;;;;;;;;;x
AST_heavy_cruiser_5;Shropshire-class;;;;;;;;;;;;;x
AST_heavy_cruiser_6;Treaty Heavy Cruiser;;;;;;;;;;;;;x
AST_heavy_cruiser_7;Improved Treaty Heavy Cruiser;;;;;;;;;;;;;x
AST_heavy_cruiser_8;Late-Treaty Heavy Cruiser;;;;;;;;;;;;;x
AST_heavy_cruiser_9;Post-Treaty Heavy Cruiser;;;;;;;;;;;;;x
AST_heavy_cruiser_10;Early-War Heavy Cruiser;;;;;;;;;;;;;x
AST_heavy_cruiser_11;Late-War Heavy Cruiser;;;;;;;;;;;;;x
AST_heavy_cruiser_12;Post-War Heavy Cruiser;;;;;;;;;;;;;x
AST_battlecruiser_0;Australia-class;;;;;;;;;;;;;x
AST_battleship_10;Vanguard-class;;;;;;;;;;;;;x
AST_escort_carrier_10;Vengeance-class;;;;;;;;;;;;;x
AST_submarine_0;J-class;;;;;;;;;;;;;x
AST_submarine_4;Oxley-class;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
AUS_super_heavy_armor_brigade_0;Burstyn Panzerwagen;;;;;;;;;;;;;x
AUS_light_armor_brigade_1;Fiat-Ansaldo L3/33;;;;;;;;;;;;;x
AUS_light_armor_brigade_2;Fiat-Ansaldo L3/35;;;;;;;;;;;;;x
AUS_light_armor_brigade_3;ÈKD LT vz.35;;;;;;;;;;;;;x
AUS_light_armor_brigade_4;Landsverk L-60 S/I Strv m/38;;;;;;;;;;;;;x
AUS_light_armor_brigade_5;Early-War Light Tank Brigade;;;;;;;;;;;;;x
AUS_light_armor_brigade_6;Mid-War Light Tank Brigade;;;;;;;;;;;;;x
AUS_light_armor_brigade_7;Late-War Light Tank Brigade;;;;;;;;;;;;;x
AUS_light_armor_brigade_8;Post-War Light Tank Brigade;;;;;;;;;;;;;x
AUS_armor_brigade_6;Cruiser Tank Mk X Centurion;;;;;;;;;;;;;x
AUS_interceptor_0;Fiat CR.32 Freccia;;;;;;;;;;;;;x
AUS_tactical_bomber_1;Junkers Ju 86;;;;;;;;;;;;;x
AUS_tactical_bomber_11;Escorted Junkers Ju 86;;;;;;;;;;;;;x
AUS_transport_plane_1;Junkers Ju 52 Tante Ju;;;;;;;;;;;;;x
AUS_transport_plane_11;Escorted Junkers Ju 52 Tante Ju;;;;;;;;;;;;;x
AUS_destroyer_0;Tátra-class;;;;;;;;;;;;;x
AUS_destroyer_1;Triglav-class;;;;;;;;;;;;;x
AUS_destroyer_2;Ersatz Tátra-class;;;;;;;;;;;;;x
AUS_light_cruiser_0;Novara-class;;;;;;;;;;;;;x
AUS_light_cruiser_1;Ersatz Zenta-class;;;;;;;;;;;;;x
AUS_heavy_cruiser_0;Sankt Georg-class;;;;;;;;;;;;;x
AUS_heavy_cruiser_1;Monfalcone Design;;;;;;;;;;;;;x
AUS_battlecruiser_1;Design I;;;;;;;;;;;;;x
AUS_battlecruiser_2;Design IV;;;;;;;;;;;;;x
AUS_battlecruiser_3;Design VI;;;;;;;;;;;;;x
AUS_battlecruiser_4;Modernized Great War Battlecruiser;;;;;;;;;;;;;x
AUS_battlecruiser_5;Pre-Treaty Battlecruiser;;;;;;;;;;;;;x
AUS_battlecruiser_6;Treaty Battlecruiser;;;;;;;;;;;;;x
AUS_battlecruiser_7;Late-Treaty Battlecruiser;;;;;;;;;;;;;x
AUS_battlecruiser_8;Post-Treaty Battlecruiser;;;;;;;;;;;;;x
AUS_battlecruiser_9;Early-War Battlecruiser;;;;;;;;;;;;;x
AUS_battlecruiser_10;Mid-War Battlecruiser;;;;;;;;;;;;;x
AUS_battlecruiser_11;Late-War Battlecruiser;;;;;;;;;;;;;x
AUS_battlecruiser_12;Post-War Battlecruiser;;;;;;;;;;;;;x
AUS_battleship_0;Tegetthoff-class;;;;;;;;;;;;;x
AUS_battleship_1;Ersatz Monarch-class;;;;;;;;;;;;;x
AUS_battleship_2;Design III;;;;;;;;;;;;;x
AUS_battleship_3;Design V;;;;;;;;;;;;;x
AUS_battleship_4;Modernized Great War Battleship;;;;;;;;;;;;;x
AUS_battleship_5;Pre-Treaty Battleship;;;;;;;;;;;;;x
AUS_battleship_6;Treaty Battleship;;;;;;;;;;;;;x
AUS_battleship_7;Fast Battleship;;;;;;;;;;;;;x
AUS_battleship_8;Post-Treaty Battleship;;;;;;;;;;;;;x
AUS_battleship_9;Heavy Battleship;;;;;;;;;;;;;x
AUS_battleship_10;Mid-War Battleship;;;;;;;;;;;;;x
AUS_battleship_11;Improved Heavy Battleship;;;;;;;;;;;;;x
AUS_battleship_12;Post-War Battleship;;;;;;;;;;;;;x
AUS_submarine_0;U 20-class;;;;;;;;;;;;;x
AUS_submarine_1;U 48-class;;;;;;;;;;;;;x
AUS_submarine_2;U 50 / U 52-class;;;;;;;;;;;;;x
AUS_submarine_3;U 101 / U 107-class;;;;;;;;;;;;;x
AUS_submarine_4;Post-Great War Submarine;;;;;;;;;;;;;x
AUS_submarine_5;Interwar Submarine;;;;;;;;;;;;;x
AUS_submarine_6;Early-Treaty Submarine;;;;;;;;;;;;;x
AUS_submarine_7;Late-Treaty Submarine;;;;;;;;;;;;;x
AUS_submarine_8;Post-Treaty Coastal Submarine;;;;;;;;;;;;;x
AUS_submarine_9;Post-Treaty Ocean Submarine;;;;;;;;;;;;;x
AUS_submarine_10;Early-War Fleet Submarine;;;;;;;;;;;;;x
AUS_submarine_11;Mid-War Fleet Submarine;;;;;;;;;;;;;x
AUS_submarine_12;Late-War Fleet Submarine;;;;;;;;;;;;;x
AUS_submarine_13;Post-War Fleet Submarine;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
BEL_tank_destroyer_brigade_0;T.13;;;;;;;;;;;;;x
BEL_tank_destroyer_brigade_1;2pdr Bren Carrier;;;;;;;;;;;;;x
BEL_tank_destroyer_brigade_3;3in GMC M10 Wolverine;;;;;;;;;;;;;x
BEL_tank_destroyer_brigade_4;90mm GMC M36 Jackson;;;;;;;;;;;;;x
BEL_super_heavy_armor_brigade_0;Renault FT 18;;;;;;;;;;;;;x
BEL_light_armor_brigade_0;T.15;;;;;;;;;;;;;x
BEL_light_armor_brigade_5;M5A1 Light Tank Stuart;;;;;;;;;;;;;x
BEL_light_armor_brigade_6;M24 Light Tank Chaffee;;;;;;;;;;;;;x
BEL_armor_brigade_1;Renault ACG-1;;;;;;;;;;;;;x
BEL_armor_brigade_4;M4A1 Medium Tank Sherman;;;;;;;;;;;;;x
BEL_armor_brigade_5;M4A3 Medium Tank Sherman;;;;;;;;;;;;;x
BEL_armor_brigade_6;late-War Medium Tank Brigade;;;;;;;;;;;;;x
BEL_armor_brigade_7;Post-War Medium Tank Brigade;;;;;;;;;;;;;x
BEL_heavy_armor_brigade_4;M26 Heavy Tank Pershing;;;;;;;;;;;;;x
BEL_multi_role_4;de Havilland Mosquito NF Mk 30;;;;;;;;;;;;;x
BEL_jet_mr_3;SABCA Hunter;;;;;;;;;;;;;x
BEL_jet_mr_5;Republic F-84F Thunderstreak;;;;;;;;;;;;;x
BEL_interceptor_0;Avions Fairey Firefly;;;;;;;;;;;;;x
BEL_interceptor_1;Avions Fairey Hurricane;;;;;;;;;;;;;x
BEL_interceptor_2;Renard R.36;;;;;;;;;;;;;x
BEL_interceptor_3;Supermarine Spitfire Mk V;;;;;;;;;;;;;x
BEL_interceptor_4;Supermarine Spitfire Mk XVI;;;;;;;;;;;;;x
